id,search,date,impressions,clicks,CtR,CpC,spend,ACoS,RoAS,sales,orders,units,conversion_rate,advertised_asin_units,advertised_asin_sales,advertised_brand_units,advertised_brand_sales
278,278,7/28/19,57,1,0.017544,1.33,1.33,NULL,0,0,0,0,0,0,0,0,0
279,279,7/30/19,121,1,0.008264,0.94,0.94,NULL,0,0,0,0,0,0,0,0,0
280,280,7/28/19,80,2,0.025,1.27,2.54,NULL,0,0,0,0,0,0,0,0,0
281,281,8/1/19,8,1,0.125,0.46,0.46,NULL,0,0,0,0,0,0,0,0,0
282,282,8/1/19,1,1,1,1.69,1.69,NULL,0,0,0,0,0,0,0,0,0
283,283,7/28/19,4,1,0.25,1.83,1.83,NULL,0,0,0,0,0,0,0,0,0
284,284,7/30/19,1,1,1,1.69,1.69,NULL,0,0,0,0,0,0,0,0,0
285,285,8/3/19,1,1,1,0.74,0.74,NULL,0,0,0,0,0,0,0,0,0
286,286,7/28/19,1,1,1,1.14,1.14,0.163324,0.0612,6.98,1,1,1,0,0,1,6.98
287,287,7/30/19,14,1,0.071429,1.95,1.95,NULL,0,0,0,0,0,0,0,0,0
288,288,7/30/19,3,1,0.333333,1.35,1.35,NULL,0,0,0,0,0,0,0,0,0
289,289,7/28/19,2,1,0.5,0.91,0.91,NULL,0,0,0,0,0,0,0,0,0
290,290,8/1/19,170,1,0.005882,1.04,1.04,NULL,0,0,0,0,0,0,0,0,0
291,291,8/2/19,7,1,0.142857,0.92,0.92,NULL,0,0,0,0,0,0,0,0,0
292,292,8/3/19,14,1,0.071429,0.52,0.52,NULL,0,0,0,0,0,0,0,0,0
293,293,7/28/19,2,1,0.5,0.61,0.61,0.02744,0.3644,22.23,1,1,1,1,22.23,0,0
294,294,8/3/19,1,1,1,0.91,0.91,NULL,0,0,0,0,0,0,0,0,0
295,295,8/2/19,9,1,0.111111,1.46,1.46,NULL,0,0,0,0,0,0,0,0,0
296,296,7/30/19,1,1,1,1.69,1.69,NULL,0,0,0,0,0,0,0,0,0
297,297,8/1/19,3,1,0.333333,1.34,1.34,NULL,0,0,0,0,0,0,0,0,0
298,298,7/30/19,78,1,0.012821,1.28,1.28,NULL,0,0,0,0,0,0,0,0,0
299,299,8/3/19,1,1,1,1.7,1.7,NULL,0,0,0,0,0,0,0,0,0
300,300,8/1/19,3,1,0.333333,1.26,1.26,NULL,0,0,0,0,0,0,0,0,0
301,301,8/3/19,3,1,0.333333,1.98,1.98,NULL,0,0,0,0,0,0,0,0,0
302,302,7/28/19,1,1,1,0.02,0.02,NULL,0,0,0,0,0,0,0,0,0
303,303,7/30/19,10,1,0.1,1.21,1.21,NULL,0,0,0,0,0,0,0,0,0
304,304,8/2/19,1,1,1,1.34,1.34,NULL,0,0,0,0,0,0,0,0,0
305,305,7/28/19,1,1,1,1.65,1.65,NULL,0,0,0,0,0,0,0,0,0
306,306,8/3/19,23,1,0.043478,1.3,1.3,NULL,0,0,0,0,0,0,0,0,0
307,307,7/28/19,2,1,0.5,0.45,0.45,NULL,0,0,0,0,0,0,0,0,0
308,308,7/28/19,1,1,1,0.4,0.4,NULL,0,0,0,0,0,0,0,0,0
309,309,7/28/19,1,1,1,1.68,1.68,NULL,0,0,0,0,0,0,0,0,0
310,310,7/30/19,2,1,0.5,1.29,1.29,NULL,0,0,0,0,0,0,0,0,0
311,311,7/30/19,4,1,0.25,1.18,1.18,NULL,0,0,0,0,0,0,0,0,0
312,312,7/30/19,1,1,1,0.89,0.89,NULL,0,0,0,0,0,0,0,0,0
313,313,8/2/19,2,1,0.5,0.82,0.82,NULL,0,0,0,0,0,0,0,0,0
314,314,8/1/19,26,1,0.038462,1.32,1.32,NULL,0,0,0,0,0,0,0,0,0
315,315,7/30/19,19,1,0.052632,1.02,1.02,NULL,0,0,0,0,0,0,0,0,0
316,316,8/1/19,282,2,0.007092,0.77,1.53,NULL,0,0,0,0,0,0,0,0,0
317,317,8/2/19,1,1,1,1.63,1.63,0.617424,0.0162,2.64,1,1,1,1,2.64,0,0
318,318,8/1/19,136,1,0.007353,1.45,1.45,0.405028,0.0247,3.58,1,1,1,1,3.58,0,0
319,319,8/3/19,13,0,0,NULL,0,0,NULL,2.64,1,1,NULL,1,2.64,0,0
320,320,7/29/19,66,1,0.015152,1.99,1.99,0.103162,0.0969,19.29,1,1,1,0,0,1,19.29
321,321,7/30/19,11,1,0.090909,0.56,0.56,NULL,0,0,0,0,0,0,0,0,0
322,322,8/2/19,1,1,1,1.2,1.2,0.029397,0.3402,40.82,2,7,2,6,15.84,1,24.98
323,322,8/3/19,1,0,0,NULL,0,0,NULL,2.64,1,1,NULL,1,2.64,0,0
324,324,8/2/19,1,1,1,1.38,1.38,NULL,0,0,0,0,0,0,0,0,0
325,325,7/28/19,55,2,0.036364,1.94,3.88,0.283626,0.0353,13.68,3,3,1.5,1,2.64,2,11.04
326,325,8/2/19,93,3,0.032258,2.36,7.08,1.13826,0.0088,6.22,2,2,0.666667,1,2.64,1,3.58
327,327,7/28/19,13,1,0.076923,3.24,3.24,NULL,0,0,0,0,0,0,0,0,0
328,327,8/2/19,96,1,0.010417,1.87,1.87,0.708333,0.0141,2.64,1,1,1,1,2.64,0,0
329,329,7/30/19,1,1,1,0.9,0.9,0.052053,0.1921,17.29,1,1,1,1,17.29,0,0
330,330,7/28/19,24,3,0.125,3.54,10.63,1.34217,0.0075,7.92,1,3,0.333333,3,7.92,0,0
331,330,7/29/19,70,1,0.014286,0.52,0.52,NULL,0,0,0,0,0,0,0,0,0
332,330,7/30/19,21,1,0.047619,1.39,1.39,0.526515,0.019,2.64,1,1,1,1,2.64,0,0
333,330,8/1/19,14,2,0.142857,1.91,3.81,NULL,0,0,0,0,0,0,0,0,0
334,330,8/2/19,38,3,0.078947,3.15,9.45,1.78977,0.0056,5.28,2,2,0.666667,2,5.28,0,0
335,335,7/28/19,47,1,0.021277,0.91,0.91,NULL,0,0,0,0,0,0,0,0,0
336,335,7/29/19,41,2,0.04878,0.73,1.46,NULL,0,0,0,0,0,0,0,0,0
337,335,8/1/19,89,3,0.033708,0.63,1.89,NULL,0,0,0,0,0,0,0,0,0
338,335,8/3/19,97,1,0.010309,2.23,2.23,NULL,0,0,0,0,0,0,0,0,0
339,339,8/1/19,1,1,1,1.57,1.57,0.06285,0.1591,24.98,1,1,1,1,24.98,0,0
340,340,8/1/19,2,1,0.5,1.15,1.15,NULL,0,0,0,0,0,0,0,0,0
341,341,8/2/19,1,1,1,1.23,1.23,NULL,0,0,0,0,0,0,0,0,0
342,342,8/1/19,4,1,0.25,1.6,1.6,NULL,0,0,0,0,0,0,0,0,0
343,343,8/1/19,2,1,0.5,1.91,1.91,NULL,0,0,0,0,0,0,0,0,0
344,344,8/3/19,4,1,0.25,0.73,0.73,NULL,0,0,0,0,0,0,0,0,0
345,345,8/1/19,742,3,0.004043,9.65,28.96,NULL,0,0,0,0,0,0,0,0,0
346,345,8/3/19,749,2,0.00267,9.62,19.24,NULL,0,0,0,0,0,0,0,0,0
347,347,8/2/19,181,1,0.005525,1.5,1.5,NULL,0,0,0,0,0,0,0,0,0
348,348,8/1/19,17,1,0.058824,1.41,1.41,NULL,0,0,0,0,0,0,0,0,0
349,349,8/2/19,9,1,0.111111,2,2,NULL,0,0,0,0,0,0,0,0,0
350,350,7/28/19,2,1,0.5,0.34,0.34,NULL,0,0,0,0,0,0,0,0,0
351,351,8/1/19,145,2,0.013793,1.27,2.54,0.131674,0.0759,19.29,1,1,0.5,1,19.29,0,0
352,351,8/3/19,2,1,0.5,2.95,2.95,NULL,0,0,0,0,0,0,0,0,0
353,353,7/29/19,3,1,0.333333,2.62,2.62,NULL,0,0,0,0,0,0,0,0,0
354,354,7/30/19,32,3,0.09375,0.58,1.75,0.057246,0.1747,30.57,1,1,0.333333,1,30.57,0,0
355,355,7/29/19,3,1,0.333333,0.97,0.97,NULL,0,0,0,0,0,0,0,0,0
356,356,7/30/19,600,1,0.001667,3.22,3.22,0.105332,0.0949,30.57,1,1,1,1,30.57,0,0
357,356,8/2/19,532,3,0.005639,3.77,11.32,NULL,0,0,0,0,0,0,0,0,0
358,358,7/30/19,7,1,0.142857,1.1,1.1,NULL,0,0,0,0,0,0,0,0,0
359,359,8/3/19,2,1,0.5,0.21,0.21,0.008407,1.1895,24.98,1,1,1,1,24.98,0,0
360,360,8/2/19,1,1,1,0.35,0.35,NULL,0,0,0,0,0,0,0,0,0
361,361,7/28/19,26,1,0.038462,1.62,1.62,NULL,0,0,0,0,0,0,0,0,0
362,362,8/2/19,1,1,1,0.38,0.38,NULL,0,0,0,0,0,0,0,0,0
363,363,7/30/19,1,1,1,0.66,0.66,0.045865,0.218,14.39,1,1,1,1,14.39,0,0
364,364,7/29/19,7,1,0.142857,1.32,1.32,0.076345,0.131,17.29,1,1,1,1,17.29,0,0
365,365,7/29/19,69,2,0.028986,1.71,3.42,1.29545,0.0077,2.64,1,1,0.5,1,2.64,0,0
366,365,8/3/19,62,1,0.016129,1.36,1.36,NULL,0,0,0,0,0,0,0,0,0
367,367,8/3/19,6,1,0.166667,2.15,2.15,NULL,0,0,0,0,0,0,0,0,0
368,368,8/2/19,15,2,0.133333,0.93,1.86,NULL,0,0,0,0,0,0,0,0,0
369,368,8/3/19,23,1,0.043478,0.37,0.37,NULL,0,0,0,0,0,0,0,0,0
370,370,8/3/19,2,1,0.5,0.75,0.75,NULL,0,0,0,0,0,0,0,0,0
371,371,8/2/19,1,1,1,1.25,1.25,NULL,0,0,0,0,0,0,0,0,0
372,372,8/2/19,1,1,1,0.99,0.99,NULL,0,0,0,0,0,0,0,0,0
373,373,8/1/19,1,1,1,0.95,0.95,0.03803,0.2629,24.98,1,1,1,1,24.98,0,0
374,374,8/2/19,1,1,1,0.42,0.42,NULL,0,0,0,0,0,0,0,0,0
375,375,8/1/19,149,1,0.006711,1.32,1.32,NULL,0,0,0,0,0,0,0,0,0
376,376,7/30/19,172,1,0.005814,1.47,1.47,NULL,0,0,0,0,0,0,0,0,0
377,377,7/28/19,64,1,0.015625,5.33,5.33,NULL,0,0,0,0,0,0,0,0,0
378,377,7/29/19,102,3,0.029412,0.64,1.92,NULL,0,0,0,0,0,0,0,0,0
379,377,8/1/19,94,2,0.021277,0.86,1.72,0.089165,0.1122,19.29,2,2,1,2,19.29,0,0
380,377,8/2/19,98,1,0.010204,6.85,6.85,0.224076,0.0446,30.57,1,1,1,1,30.57,0,0
381,377,8/3/19,44,2,0.045455,0.94,1.88,0.030649,0.3263,61.34,2,2,1,2,61.34,0,0
382,382,7/29/19,1,1,1,1.75,1.75,0.007171,1.3945,244.04,2,8,2,8,244.04,0,0
383,383,7/28/19,40,1,0.025,0.91,0.91,NULL,0,0,0,0,0,0,0,0,0
384,383,7/29/19,46,4,0.086957,0.69,2.76,0.090285,0.1108,30.57,1,1,0.25,1,30.57,0,0
385,383,8/1/19,82,2,0.02439,0.45,0.9,0.051963,0.1924,17.32,1,1,0.5,1,17.32,0,0
386,383,8/2/19,31,1,0.032258,0.91,0.91,0.048021,0.2082,18.95,1,1,1,1,18.95,0,0
387,383,8/3/19,54,2,0.037037,0.56,1.12,0.059103,0.1692,18.95,1,1,0.5,1,18.95,0,0
388,388,7/30/19,1,1,1,0.87,0.87,NULL,0,0,0,0,0,0,0,0,0
389,389,8/1/19,3,1,0.333333,1.69,1.69,NULL,0,0,0,0,0,0,0,0,0
390,390,7/28/19,1,1,1,1.47,1.47,NULL,0,0,0,0,0,0,0,0,0
391,391,7/29/19,1,1,1,1.16,1.16,NULL,0,0,0,0,0,0,0,0,0
392,392,7/29/19,1,1,1,0.98,0.98,NULL,0,0,0,0,0,0,0,0,0
393,393,8/2/19,3,1,0.333333,1.15,1.15,NULL,0,0,0,0,0,0,0,0,0
394,394,7/28/19,1,1,1,1.89,1.89,NULL,0,0,0,0,0,0,0,0,0
395,395,8/2/19,1,1,1,1.86,1.86,NULL,0,0,0,0,0,0,0,0,0
396,396,7/28/19,2,1,0.5,2.16,2.16,NULL,0,0,0,0,0,0,0,0,0
397,397,8/1/19,3,1,0.333333,1.83,1.83,0.094868,0.1054,19.29,1,1,1,1,19.29,0,0
398,397,8/3/19,7,1,0.142857,1.4,1.4,0.073879,0.1354,18.95,1,1,1,1,18.95,0,0
399,399,7/30/19,2,1,0.5,0.92,0.92,NULL,0,0,0,0,0,0,0,0,0
400,400,7/29/19,2,1,0.5,0.87,0.87,NULL,0,0,0,0,0,0,0,0,0
401,401,7/30/19,11,1,0.090909,0.98,0.98,NULL,0,0,0,0,0,0,0,0,0
402,402,7/30/19,19,1,0.052632,1,1,NULL,0,0,0,0,0,0,0,0,0
403,403,7/30/19,33,1,0.030303,0.96,0.96,NULL,0,0,0,0,0,0,0,0,0
404,404,7/29/19,19,1,0.052632,1.13,1.13,NULL,0,0,0,0,0,0,0,0,0
405,405,7/29/19,1,1,1,0.32,0.32,NULL,0,0,0,0,0,0,0,0,0
406,406,7/29/19,75,1,0.013333,1.15,1.15,NULL,0,0,0,0,0,0,0,0,0
407,406,8/1/19,12,1,0.083333,1.03,1.03,NULL,0,0,0,0,0,0,0,0,0
408,408,7/28/19,6,1,0.166667,1.79,1.79,NULL,0,0,0,0,0,0,0,0,0
409,409,7/30/19,1,1,1,2.35,2.35,0.124011,0.0806,18.95,1,1,1,1,18.95,0,0
410,410,7/30/19,86,1,0.011628,1.04,1.04,NULL,0,0,0,0,0,0,0,0,0
411,411,7/29/19,1,1,1,1.69,1.69,NULL,0,0,0,0,0,0,0,0,0
412,412,7/29/19,225,2,0.008889,1.71,3.42,NULL,0,0,0,0,0,0,0,0,0
413,413,8/2/19,4,1,0.25,2.17,2.17,NULL,0,0,0,0,0,0,0,0,0
414,414,8/2/19,1,1,1,1.45,1.45,0.152792,0.0654,9.49,1,1,1,0,0,1,9.49
415,415,7/28/19,1,1,1,1.62,1.62,0.052734,0.1896,30.72,1,1,1,1,30.72,0,0
416,416,7/30/19,2,1,0.5,1.42,1.42,NULL,0,0,0,0,0,0,0,0,0
417,417,7/29/19,2,1,0.5,2.55,2.55,NULL,0,0,0,0,0,0,0,0,0
418,418,8/3/19,1,1,1,2.15,2.15,NULL,0,0,0,0,0,0,0,0,0
419,419,7/30/19,2,2,1,1.64,3.27,0.032997,0.3031,99.1,2,6,1,2,61.14,4,37.96
420,420,7/30/19,4,1,0.25,2.04,2.04,NULL,0,0,0,0,0,0,0,0,0
421,421,8/3/19,2,1,0.5,3.29,3.29,NULL,0,0,0,0,0,0,0,0,0
422,422,8/3/19,9,1,0.111111,1.76,1.76,NULL,0,0,0,0,0,0,0,0,0
423,423,7/29/19,8,1,0.125,1.72,1.72,NULL,0,0,0,0,0,0,0,0,0
424,424,7/28/19,1,1,1,2.43,2.43,NULL,0,0,0,0,0,0,0,0,0
425,425,7/30/19,9,1,0.111111,2.24,2.24,NULL,0,0,0,0,0,0,0,0,0
426,426,8/3/19,8,1,0.125,1.86,1.86,NULL,0,0,0,0,0,0,0,0,0
427,427,7/29/19,1,1,1,1.85,1.85,NULL,0,0,0,0,0,0,0,0,0
428,428,7/30/19,2,1,0.5,2.55,2.55,NULL,0,0,0,0,0,0,0,0,0
429,429,7/29/19,36,1,0.027778,2.83,2.83,NULL,0,0,0,0,0,0,0,0,0
430,430,7/28/19,21,1,0.047619,1.99,1.99,NULL,0,0,0,0,0,0,0,0,0
431,431,7/28/19,9,1,0.111111,2.77,2.77,0.143598,0.0696,19.29,1,1,1,1,19.29,0,0
432,432,7/28/19,47,1,0.021277,2.74,2.74,NULL,0,0,0,0,0,0,0,0,0
433,433,8/2/19,1,1,1,0.96,0.96,NULL,0,0,0,0,0,0,0,0,0
434,434,7/30/19,10,1,0.1,1.08,1.08,NULL,0,0,0,0,0,0,0,0,0
435,435,7/29/19,2,1,0.5,0.76,0.76,NULL,0,0,0,0,0,0,0,0,0
436,436,7/29/19,12,1,0.083333,1.17,1.17,NULL,0,0,0,0,0,0,0,0,0
437,437,7/28/19,160,1,0.00625,1.03,1.03,NULL,0,0,0,0,0,0,0,0,0
438,438,7/29/19,14,1,0.071429,1.4,1.4,NULL,0,0,0,0,0,0,0,0,0
439,439,7/29/19,4,1,0.25,1.14,1.14,NULL,0,0,0,0,0,0,0,0,0
440,440,8/1/19,29,1,0.034483,1.21,1.21,NULL,0,0,0,0,0,0,0,0,0
441,441,7/29/19,8,1,0.125,1.1,1.1,NULL,0,0,0,0,0,0,0,0,0
442,442,7/29/19,2,1,0.5,0.84,0.84,NULL,0,0,0,0,0,0,0,0,0
443,443,7/29/19,1,1,1,0.76,0.76,NULL,0,0,0,0,0,0,0,0,0
444,444,7/30/19,1,1,1,1.12,1.12,0.424242,0.0236,2.64,1,1,1,1,2.64,0,0
445,445,7/30/19,3,1,0.333333,0.43,0.43,NULL,0,0,0,0,0,0,0,0,0
446,446,7/29/19,3,1,0.333333,1.13,1.13,NULL,0,0,0,0,0,0,0,0,0
447,447,7/29/19,1,1,1,0.94,0.94,NULL,0,0,0,0,0,0,0,0,0
448,448,7/30/19,24,1,0.041667,0.89,0.89,0.337121,0.0297,2.64,1,1,1,1,2.64,0,0
449,449,7/30/19,1,1,1,1.05,1.05,0.198864,0.0503,5.28,1,2,1,2,5.28,0,0
450,450,7/29/19,5,1,0.2,0.18,0.18,0.012509,0.7994,14.39,1,1,1,1,14.39,0,0
451,451,7/28/19,78,1,0.012821,0.89,0.89,0.337121,0.0297,2.64,1,1,1,1,2.64,0,0
452,451,7/29/19,166,2,0.012048,0.71,1.41,NULL,0,0,0,0,0,0,0,0,0
453,451,7/30/19,143,2,0.013986,1.12,2.23,NULL,0,0,0,0,0,0,0,0,0
454,451,8/1/19,93,4,0.043011,0.66,2.64,NULL,0,0,0,0,0,0,0,0,0
455,451,8/3/19,87,1,0.011494,0.85,0.85,NULL,0,0,0,0,0,0,0,0,0
456,456,7/29/19,4,2,0.5,0.97,1.94,NULL,0,0,0,0,0,0,0,0,0
457,457,7/29/19,2,1,0.5,1.08,1.08,NULL,0,0,0,0,0,0,0,0,0
458,458,7/29/19,93,1,0.010753,1.15,1.15,NULL,0,0,0,0,0,0,0,0,0
459,458,8/3/19,66,1,0.015152,1.03,1.03,NULL,0,0,0,0,0,0,0,0,0
460,460,7/30/19,18,1,0.055556,1.01,1.01,NULL,0,0,0,0,0,0,0,0,0
461,461,7/30/19,2,1,0.5,1.15,1.15,NULL,0,0,0,0,0,0,0,0,0
462,462,7/30/19,7,1,0.142857,0.78,0.78,0.295455,0.0338,2.64,1,1,1,1,2.64,0,0
463,463,7/29/19,3,1,0.333333,2.09,2.09,NULL,0,0,0,0,0,0,0,0,0
464,464,7/28/19,9,1,0.111111,1.21,1.21,NULL,0,0,0,0,0,0,0,0,0
465,465,8/1/19,3,1,0.333333,0.74,0.74,NULL,0,0,0,0,0,0,0,0,0
466,466,7/28/19,3,1,0.333333,0.64,0.64,NULL,0,0,0,0,0,0,0,0,0
467,467,8/2/19,1,1,1,1.55,1.55,NULL,0,0,0,0,0,0,0,0,0
468,468,8/1/19,69,1,0.014493,0.65,0.65,NULL,0,0,0,0,0,0,0,0,0
469,469,7/28/19,110,1,0.009091,1.39,1.39,0.526515,0.019,2.64,1,1,1,1,2.64,0,0
470,469,7/29/19,121,2,0.016529,1.47,2.93,0.554924,0.018,5.28,1,2,0.5,2,5.28,0,0
471,469,7/30/19,70,1,0.014286,1.42,1.42,NULL,0,0,0,0,0,0,0,0,0
472,469,8/3/19,42,1,0.02381,2.24,2.24,NULL,0,0,0,0,0,0,0,0,0
473,473,7/28/19,188,4,0.021277,1.53,6.12,NULL,0,0,0,0,0,0,0,0,0
474,473,7/29/19,483,1,0.00207,2.2,2.2,NULL,0,0,0,0,0,0,0,0,0
475,473,7/30/19,328,3,0.009146,1.68,5.04,NULL,0,0,0,0,0,0,0,0,0
476,473,8/1/19,250,3,0.012,1.76,5.29,NULL,0,0,0,0,0,0,0,0,0
477,473,8/2/19,208,1,0.004808,0.87,0.87,NULL,0,0,0,0,0,0,0,0,0
478,473,8/3/19,209,3,0.014354,1.35,4.04,NULL,0,0,0,0,0,0,0,0,0
479,479,8/3/19,3,1,0.333333,1.69,1.69,NULL,0,0,0,0,0,0,0,0,0
480,480,7/30/19,150,1,0.006667,1.42,1.42,0.537879,0.0186,2.64,1,1,1,1,2.64,0,0
481,481,8/2/19,1,1,1,1.77,1.77,0.494413,0.0202,3.58,1,1,1,1,3.58,0,0
482,482,7/30/19,7,1,0.142857,1.08,1.08,0.409091,0.0244,2.64,1,1,1,1,2.64,0,0
483,483,7/28/19,2,1,0.5,1.37,1.37,0.382682,0.0261,3.58,1,1,1,1,3.58,0,0
484,484,8/1/19,5,1,0.2,2.25,2.25,NULL,0,0,0,0,0,0,0,0,0
485,485,7/29/19,3,1,0.333333,1.27,1.27,0.481061,0.0208,2.64,1,1,1,1,2.64,0,0
486,485,8/3/19,3,1,0.333333,0.87,0.87,NULL,0,0,0,0,0,0,0,0,0
487,487,7/29/19,39,1,0.025641,1.26,1.26,NULL,0,0,0,0,0,0,0,0,0
488,487,7/30/19,47,1,0.021277,2.19,2.19,NULL,0,0,0,0,0,0,0,0,0
489,487,8/2/19,74,1,0.013514,0.81,0.81,NULL,0,0,0,0,0,0,0,0,0
490,490,8/3/19,4,1,0.25,0.76,0.76,NULL,0,0,0,0,0,0,0,0,0
491,491,7/28/19,1,1,1,0.83,0.83,NULL,0,0,0,0,0,0,0,0,0
492,492,7/29/19,4,1,0.25,1.12,1.12,NULL,0,0,0,0,0,0,0,0,0
493,493,7/30/19,12,1,0.083333,1.82,1.82,NULL,0,0,0,0,0,0,0,0,0
494,494,7/29/19,2,1,0.5,0.38,0.38,NULL,0,0,0,0,0,0,0,0,0
495,495,7/28/19,1,1,1,0.64,0.64,NULL,0,0,0,0,0,0,0,0,0
496,496,7/28/19,4,1,0.25,1.82,1.82,NULL,0,0,0,0,0,0,0,0,0
497,497,7/30/19,1,1,1,1.39,1.39,0.194134,0.0515,7.16,1,2,1,2,7.16,0,0
498,498,8/1/19,274,1,0.00365,1.64,1.64,NULL,0,0,0,0,0,0,0,0,0
499,499,7/28/19,126,1,0.007937,0.64,0.64,NULL,0,0,0,0,0,0,0,0,0
500,500,8/2/19,28,1,0.035714,0.68,0.68,NULL,0,0,0,0,0,0,0,0,0
501,501,8/3/19,2,1,0.5,0.7,0.7,0.265152,0.0377,2.64,1,1,1,1,2.64,0,0
502,502,7/29/19,1,1,1,0.66,0.66,NULL,0,0,0,0,0,0,0,0,0
503,503,8/3/19,44,1,0.022727,0.4,0.4,NULL,0,0,0,0,0,0,0,0,0
504,504,8/1/19,4,1,0.25,1.5,1.5,NULL,0,0,0,0,0,0,0,0,0
505,505,7/29/19,1,1,1,0.02,0.02,NULL,0,0,0,0,0,0,0,0,0
506,506,7/28/19,1,1,1,0.37,0.37,0.140152,0.0714,2.64,1,1,1,1,2.64,0,0
507,507,8/1/19,3,1,0.333333,1.08,1.08,NULL,0,0,0,0,0,0,0,0,0
508,508,7/28/19,1,1,1,1.99,1.99,NULL,0,0,0,0,0,0,0,0,0
509,509,7/28/19,1,1,1,1.53,1.53,NULL,0,0,0,0,0,0,0,0,0
510,510,7/29/19,112,2,0.017857,0.85,1.69,NULL,0,0,0,0,0,0,0,0,0
511,511,7/29/19,319,1,0.003135,2.37,2.37,NULL,0,0,0,0,0,0,0,0,0
512,512,7/28/19,8,1,0.125,2.25,2.25,NULL,0,0,0,0,0,0,0,0,0
513,512,8/3/19,10,2,0.2,2.37,4.74,NULL,0,0,0,0,0,0,0,0,0
514,514,8/3/19,191,1,0.005236,2.38,2.38,NULL,0,0,0,0,0,0,0,0,0
515,515,7/29/19,2,1,0.5,1.95,1.95,NULL,0,0,0,0,0,0,0,0,0
516,516,7/30/19,18,1,0.055556,1.5,1.5,NULL,0,0,0,0,0,0,0,0,0
517,517,7/29/19,2,1,0.5,1.5,1.5,NULL,0,0,0,0,0,0,0,0,0
518,518,8/1/19,2,1,0.5,1.96,1.96,NULL,0,0,0,0,0,0,0,0,0
519,519,7/29/19,91,2,0.021978,1.37,2.74,NULL,0,0,0,0,0,0,0,0,0
520,519,7/30/19,36,2,0.055556,1.32,2.64,0.078385,0.1276,33.68,2,2,1,1,19.29,1,14.39
521,519,8/1/19,74,5,0.067568,1.86,9.32,0.175949,0.0568,52.97,3,3,0.6,2,38.58,1,14.39
522,519,8/2/19,54,2,0.037037,2.07,4.14,0.21847,0.0458,18.95,1,1,0.5,1,18.95,0,0
523,519,8/3/19,34,5,0.147059,2.06,10.29,0.181003,0.0552,56.85,3,3,0.6,3,56.85,0,0
524,524,7/30/19,11,1,0.090909,0.42,0.42,0.021773,0.4593,19.29,1,1,1,1,19.29,0,0
525,524,8/2/19,14,2,0.142857,2.87,5.74,NULL,0,0,0,0,0,0,0,0,0
526,524,8/3/19,9,1,0.111111,2.59,2.59,0.118916,0.0841,21.78,1,1,1,1,21.78,0,0
527,527,7/29/19,66,2,0.030303,1.48,2.95,NULL,0,0,0,0,0,0,0,0,0
528,527,7/30/19,131,1,0.007634,1.4,1.4,NULL,0,0,0,0,0,0,0,0,0
529,527,8/2/19,13,1,0.076923,0.76,0.76,NULL,0,0,0,0,0,0,0,0,0
530,530,7/30/19,8,1,0.125,0.55,0.55,NULL,0,0,0,0,0,0,0,0,0
531,531,7/28/19,3,1,0.333333,1.88,1.88,0.09746,0.1026,19.29,1,1,1,1,19.29,0,0
532,531,7/29/19,5,1,0.2,2.03,2.03,NULL,0,0,0,0,0,0,0,0,0
533,533,7/30/19,2,1,0.5,1.54,1.54,NULL,0,0,0,0,0,0,0,0,0
534,534,7/30/19,347,4,0.011527,0.71,2.82,NULL,0,0,0,0,0,0,0,0,0
535,535,8/1/19,88,1,0.011364,2.23,2.23,NULL,0,0,0,0,0,0,0,0,0
536,536,7/28/19,32,1,0.03125,2.33,2.33,NULL,0,0,0,0,0,0,0,0,0
537,537,8/1/19,364,2,0.005495,1.82,3.63,NULL,0,0,0,0,0,0,0,0,0
538,537,8/3/19,160,1,0.00625,1.67,1.67,NULL,0,0,0,0,0,0,0,0,0
539,539,7/30/19,2,1,0.5,0.34,0.34,NULL,0,0,0,0,0,0,0,0,0
540,540,7/30/19,20,1,0.05,1.45,1.45,NULL,0,0,0,0,0,0,0,0,0
541,541,7/30/19,153,1,0.006536,1.36,1.36,NULL,0,0,0,0,0,0,0,0,0
542,542,7/28/19,41,1,0.02439,1.3,1.3,NULL,0,0,0,0,0,0,0,0,0
543,542,7/29/19,60,1,0.016667,0.64,0.64,0.242424,0.0413,2.64,1,1,1,1,2.64,0,0
544,544,8/1/19,1,1,1,0.61,0.61,0.031623,0.3162,19.29,1,1,1,1,19.29,0,0
545,545,8/3/19,5,1,0.2,3.66,3.66,NULL,0,0,0,0,0,0,0,0,0
546,546,8/1/19,1,1,1,0.44,0.44,NULL,0,0,0,0,0,0,0,0,0
547,547,7/28/19,1,1,1,0.49,0.49,NULL,0,0,0,0,0,0,0,0,0
548,548,7/29/19,1,1,1,1.01,1.01,NULL,0,0,0,0,0,0,0,0,0
549,549,8/2/19,54,1,0.018519,2.51,2.51,NULL,0,0,0,0,0,0,0,0,0
550,550,7/30/19,26,1,0.038462,2.33,2.33,NULL,0,0,0,0,0,0,0,0,0
551,551,7/29/19,1,1,1,2.42,2.42,NULL,0,0,0,0,0,0,0,0,0
552,552,8/2/19,81,1,0.012346,1.85,1.85,NULL,0,0,0,0,0,0,0,0,0
553,553,7/29/19,83,1,0.012048,1.79,1.79,NULL,0,0,0,0,0,0,0,0,0
554,554,7/29/19,2,1,0.5,0.89,0.89,0.337121,0.0297,2.64,1,1,1,1,2.64,0,0
555,555,7/30/19,111,1,0.009009,0.98,0.98,NULL,0,0,0,0,0,0,0,0,0
