id,search,date,impressions,clicks,CtR,CpC,spend,ACoS,RoAS,sales,orders,units,conversion_rate,advertised_asin_units,advertised_asin_sales,advertised_brand_units,advertised_brand_sales
7702,7703,10/4/19,3,1,0.333333,2.39,2.39,NULL,0,0,0,0,0,0,0,0,0
7703,186,10/1/19,27,1,0.037037,2.88,2.88,NULL,0,0,0,0,0,0,0,0,0
7704,6852,9/30/19,55,1,0.018182,1.76,1.76,NULL,0,0,0,0,0,0,0,0,0
7705,6852,10/1/19,60,1,0.016667,2.71,2.71,NULL,0,0,0,0,0,0,0,0,0
7706,6852,10/3/19,51,2,0.039216,2.46,4.91,NULL,0,0,0,0,0,0,0,0,0
7707,7708,10/2/19,3,1,0.333333,2.71,2.71,0.285564,0.035,9.49,1,1,1,1,9.49,0,0
7708,6853,9/29/19,2,1,0.5,3.73,3.73,NULL,0,0,0,0,0,0,0,0,0
7709,188,10/4/19,111,1,0.009009,2.43,2.43,NULL,0,0,0,0,0,0,0,0,0
7710,7711,9/29/19,3,1,0.333333,1.09,1.09,0.218437,0.0458,4.99,1,1,1,1,4.99,0,0
7711,7712,9/29/19,9,1,0.111111,1.87,1.87,NULL,0,0,0,0,0,0,0,0,0
7712,6855,9/29/19,397,2,0.005038,4.59,9.18,NULL,0,0,0,0,0,0,0,0,0
7713,6855,9/30/19,423,5,0.01182,3.64,18.21,1.91886,0.0052,9.49,1,1,0.2,1,9.49,0,0
7714,6855,10/1/19,376,2,0.005319,4.11,8.22,NULL,0,0,0,0,0,0,0,0,0
7715,6855,10/4/19,705,1,0.001418,6.17,6.17,NULL,0,0,0,0,0,0,0,0,0
7716,6855,10/5/19,1022,2,0.001957,4.15,8.3,NULL,0,0,0,0,0,0,0,0,0
7717,7718,10/1/19,3,1,0.333333,0.26,0.26,NULL,0,0,0,0,0,0,0,0,0
7718,7719,9/29/19,4,1,0.25,0.9,0.9,NULL,0,0,0,0,0,0,0,0,0
7719,6861,10/3/19,5,1,0.2,2.09,2.09,NULL,0,0,0,0,0,0,0,0,0
7720,7721,10/2/19,5,1,0.2,1.5,1.5,NULL,0,0,0,0,0,0,0,0,0
7721,945,10/5/19,2,1,0.5,3,3,0.316122,0.0316,9.49,1,1,1,1,9.49,0,0
7722,3210,9/29/19,24,1,0.041667,1.37,1.37,0.144362,0.0693,9.49,1,1,1,1,9.49,0,0
7723,6863,10/1/19,13,1,0.076923,2.29,2.29,NULL,0,0,0,0,0,0,0,0,0
7724,7725,10/4/19,1,1,1,2.69,2.69,NULL,0,0,0,0,0,0,0,0,0
7725,7726,10/4/19,4,1,0.25,2.17,2.17,NULL,0,0,0,0,0,0,0,0,0
7726,2429,9/30/19,413,1,0.002421,3.14,3.14,NULL,0,0,0,0,0,0,0,0,0
7727,2429,10/1/19,109,1,0.009174,2.63,2.63,NULL,0,0,0,0,0,0,0,0,0
7728,946,10/3/19,26,1,0.038462,0.39,0.39,NULL,0,0,0,0,0,0,0,0,0
7729,7730,10/1/19,306,1,0.003268,3.17,3.17,NULL,0,0,0,0,0,0,0,0,0
7730,6872,10/2/19,3,1,0.333333,2.89,2.89,NULL,0,0,0,0,0,0,0,0,0
7731,947,9/30/19,13,2,0.153846,3.29,6.57,NULL,0,0,0,0,0,0,0,0,0
7732,947,10/3/19,32,1,0.03125,2.1,2.1,0.221286,0.0452,9.49,1,1,1,1,9.49,0,0
7733,192,9/29/19,315,1,0.003175,2.87,2.87,NULL,0,0,0,0,0,0,0,0,0
7734,192,9/30/19,182,1,0.005495,1.41,1.41,NULL,0,0,0,0,0,0,0,0,0
7735,192,10/1/19,168,1,0.005952,1.75,1.75,NULL,0,0,0,0,0,0,0,0,0
7736,192,10/2/19,288,1,0.003472,1.69,1.69,NULL,0,0,0,0,0,0,0,0,0
7737,192,10/3/19,141,1,0.007092,0.9,0.9,NULL,0,0,0,0,0,0,0,0,0
7738,192,10/5/19,107,1,0.009346,2.44,2.44,0.257113,0.0389,9.49,1,1,1,1,9.49,0,0
7739,7740,10/2/19,1,1,1,2.17,2.17,0.114331,0.0875,18.98,2,2,2,2,18.98,0,0
7740,194,10/1/19,21,1,0.047619,0.91,0.91,0.022807,0.4385,39.9,1,2,1,2,39.9,0,0
7741,950,9/29/19,5,1,0.2,0.63,0.63,0.031579,0.3167,19.95,1,1,1,1,19.95,0,0
7742,950,9/30/19,6,1,0.166667,0.26,0.26,0.013033,0.7673,19.95,1,1,1,1,19.95,0,0
7743,950,10/2/19,8,2,0.25,0.25,0.5,0.007884,1.2684,63.42,3,3,1.5,3,63.42,0,0
7744,951,9/30/19,4,1,0.25,0.95,0.95,NULL,0,0,0,0,0,0,0,0,0
7745,951,10/1/19,2,1,0.5,1.18,1.18,0.05017,0.1993,23.52,1,1,1,1,23.52,0,0
7746,951,10/2/19,9,1,0.111111,0.94,0.94,NULL,0,0,0,0,0,0,0,0,0
7747,952,9/29/19,1,1,1,0.43,0.43,0.021554,0.464,19.95,1,1,1,1,19.95,0,0
7748,195,9/29/19,11,1,0.090909,0.37,0.37,NULL,0,0,0,0,0,0,0,0,0
7749,195,9/30/19,16,1,0.0625,0.64,0.64,0.015062,0.6639,42.49,2,2,2,1,23.57,1,18.92
7750,195,10/1/19,21,1,0.047619,0.75,0.75,NULL,0,0,0,0,0,0,0,0,0
7751,198,10/3/19,3,1,0.333333,0.5,0.5,NULL,0,0,0,0,0,0,0,0,0
7752,4103,9/30/19,7,1,0.142857,0.97,0.97,NULL,0,0,0,0,0,0,0,0,0
7753,7754,9/30/19,1,1,1,2.78,2.78,NULL,0,0,0,0,0,0,0,0,0
7754,7755,9/30/19,1,1,1,1.01,1.01,0.021471,0.4657,47.04,2,2,2,2,47.04,0,0
7755,7756,10/5/19,1,1,1,2.41,2.41,0.102466,0.0976,23.52,1,1,1,1,23.52,0,0
7756,7757,10/2/19,5,1,0.2,0.78,0.78,NULL,0,0,0,0,0,0,0,0,0
7757,1684,9/29/19,32,1,0.03125,0.38,0.38,NULL,0,0,0,0,0,0,0,0,0
7758,1684,10/3/19,44,1,0.022727,1.25,1.25,NULL,0,0,0,0,0,0,0,0,0
7759,7760,10/4/19,2,1,0.5,0.72,0.72,NULL,0,0,0,0,0,0,0,0,0
7760,3229,10/2/19,16,1,0.0625,0.85,0.85,NULL,0,0,0,0,0,0,0,0,0
7761,3229,10/5/19,4,1,0.25,0.89,0.89,NULL,0,0,0,0,0,0,0,0,0
7762,7763,10/1/19,1,1,1,0.75,0.75,NULL,0,0,0,0,0,0,0,0,0
7763,7764,9/30/19,1,1,1,1.09,1.09,NULL,0,0,0,0,0,0,0,0,0
7764,7765,9/29/19,1,1,1,1.24,1.24,NULL,0,0,0,0,0,0,0,0,0
7765,7766,10/2/19,1,1,1,1.7,1.7,NULL,0,0,0,0,0,0,0,0,0
7766,7767,10/5/19,2,1,0.5,0.87,0.87,NULL,0,0,0,0,0,0,0,0,0
7767,7768,10/3/19,3,1,0.333333,0.98,0.98,NULL,0,0,0,0,0,0,0,0,0
7768,3249,9/30/19,84,1,0.011905,1.1,1.1,NULL,0,0,0,0,0,0,0,0,0
7769,3249,10/2/19,28,1,0.035714,0.27,0.27,0.016896,0.5919,15.98,1,2,1,2,15.98,0,0
7770,7771,10/5/19,62,1,0.016129,1,1,NULL,0,0,0,0,0,0,0,0,0
7771,5126,9/30/19,3,1,0.333333,0.8,0.8,0.100125,0.0999,7.99,1,1,1,1,7.99,0,0
7772,3252,9/29/19,1,1,1,0.18,0.18,0.022528,0.4439,7.99,1,1,1,1,7.99,0,0
7773,7774,10/1/19,1,1,1,0.55,0.55,0.007062,1.416,77.88,2,7,2,6,47.94,1,29.94
7774,981,10/1/19,25,1,0.04,1.84,1.84,NULL,0,0,0,0,0,0,0,0,0
7775,7776,10/4/19,1,1,1,2.33,2.33,0.104111,0.0961,22.38,2,2,2,1,7.99,1,14.39
7776,6081,10/5/19,2,1,0.5,1.77,1.77,NULL,0,0,0,0,0,0,0,0,0
7777,7778,10/3/19,3,1,0.333333,1.16,1.16,0.145181,0.0689,7.99,1,1,1,1,7.99,0,0
7778,7779,10/4/19,85,1,0.011765,1.33,1.33,NULL,0,0,0,0,0,0,0,0,0
7779,7780,10/4/19,1,1,1,0.78,0.78,0.097622,0.1024,7.99,1,1,1,1,7.99,0,0
7780,7781,10/5/19,3,1,0.333333,1,1,NULL,0,0,0,0,0,0,0,0,0
7781,1718,9/30/19,25,1,0.04,1.09,1.09,NULL,0,0,0,0,0,0,0,0,0
7782,2470,10/1/19,37,1,0.027027,2.22,2.22,NULL,0,0,0,0,0,0,0,0,0
7783,7784,10/3/19,5,1,0.2,4.57,4.57,NULL,0,0,0,0,0,0,0,0,0
7784,7785,10/1/19,2,1,0.5,4.38,4.38,0.877756,0.0114,4.99,1,1,1,1,4.99,0,0
7785,7786,10/4/19,20,1,0.05,3.61,3.61,NULL,0,0,0,0,0,0,0,0,0
7786,7787,10/5/19,5,1,0.2,1.79,1.79,NULL,0,0,0,0,0,0,0,0,0
7787,1721,9/30/19,114,1,0.008772,0.95,0.95,NULL,0,0,0,0,0,0,0,0,0
7788,4144,9/30/19,19,1,0.052632,0.63,0.63,NULL,0,0,0,0,0,0,0,0,0
7789,4144,10/4/19,20,2,0.1,0.63,1.25,0.131718,0.0759,9.49,1,1,0.5,1,9.49,0,0
7790,7791,9/30/19,1,1,1,4.27,4.27,0.855711,0.0117,4.99,1,1,1,1,4.99,0,0
7791,7792,10/4/19,3,1,0.333333,3.82,3.82,0.402529,0.0248,9.49,1,1,1,1,9.49,0,0
7792,7793,10/4/19,2,1,0.5,1.74,1.74,NULL,0,0,0,0,0,0,0,0,0
7793,7794,10/3/19,2,1,0.5,1.15,1.15,NULL,0,0,0,0,0,0,0,0,0
7794,7795,9/30/19,3,1,0.333333,1.96,1.96,NULL,0,0,0,0,0,0,0,0,0
7795,990,10/3/19,12,1,0.083333,1.66,1.66,0.08746,0.1143,18.98,1,2,1,2,18.98,0,0
7796,990,10/4/19,1,1,1,1.94,1.94,0.204426,0.0489,9.49,1,1,1,1,9.49,0,0
7797,990,10/5/19,5,1,0.2,1.21,1.21,NULL,0,0,0,0,0,0,0,0,0
7798,1723,9/29/19,66,1,0.015152,3.55,3.55,NULL,0,0,0,0,0,0,0,0,0
7799,1723,10/5/19,23,1,0.043478,6.03,6.03,0.635406,0.0157,9.49,1,1,1,1,9.49,0,0
7800,7801,10/3/19,323,1,0.003096,6.25,6.25,NULL,0,0,0,0,0,0,0,0,0
7801,7802,10/2/19,2,2,1,1.42,2.84,NULL,0,0,0,0,0,0,0,0,0
7802,223,9/29/19,40,2,0.05,0.48,0.95,NULL,0,0,0,0,0,0,0,0,0
7803,223,9/30/19,37,5,0.135135,0.74,3.7,NULL,0,0,0,0,0,0,0,0,0
7804,223,10/1/19,58,2,0.034483,0.74,1.48,NULL,0,0,0,0,0,0,0,0,0
7805,223,10/2/19,55,3,0.054545,0.75,2.25,0.052386,0.1909,42.95,3,5,1,5,42.95,0,0
7806,223,10/3/19,39,3,0.076923,0.74,2.22,0.063556,0.1573,34.93,2,2,0.666667,1,9.49,1,25.44
7807,223,10/4/19,58,3,0.051724,0.74,2.22,0.23393,0.0427,9.49,1,1,0.333333,1,9.49,0,0
7808,223,10/5/19,37,2,0.054054,0.74,1.48,0.155954,0.0641,9.49,1,1,0.5,1,9.49,0,0
7809,7810,10/4/19,1,1,1,2.56,2.56,NULL,0,0,0,0,0,0,0,0,0
7810,995,10/3/19,740,3,0.004054,2.83,8.48,NULL,0,0,0,0,0,0,0,0,0
7811,7812,10/3/19,2,1,0.5,5.5,5.5,NULL,0,0,0,0,0,0,0,0,0
7812,7813,10/1/19,3,1,0.333333,4.39,4.39,NULL,0,0,0,0,0,0,0,0,0
7813,7814,10/3/19,117,3,0.025641,3.83,11.5,NULL,0,0,0,0,0,0,0,0,0
7814,7815,10/1/19,10,1,0.1,5.5,5.5,NULL,0,0,0,0,0,0,0,0,0
7815,7816,9/30/19,332,1,0.003012,1.55,1.55,NULL,0,0,0,0,0,0,0,0,0
7816,7817,9/29/19,1,1,1,2.73,2.73,NULL,0,0,0,0,0,0,0,0,0
7817,6111,9/30/19,15,1,0.066667,2.51,2.51,NULL,0,0,0,0,0,0,0,0,0
7818,6111,10/2/19,197,2,0.010152,2.4,4.8,NULL,0,0,0,0,0,0,0,0,0
7819,7820,10/4/19,2,1,0.5,1.43,1.43,NULL,0,0,0,0,0,0,0,0,0
7820,7821,10/5/19,1,1,1,2.52,2.52,0.265543,0.0377,9.49,1,1,1,1,9.49,0,0
7821,7822,10/4/19,10,1,0.1,1.22,1.22,NULL,0,0,0,0,0,0,0,0,0
7822,7823,10/3/19,4,1,0.25,1.79,1.79,0.359438,0.0278,4.98,1,1,1,1,4.98,0,0
7823,7824,9/30/19,174,1,0.005747,2.67,2.67,NULL,0,0,0,0,0,0,0,0,0
7824,7824,10/3/19,1,1,1,4.21,4.21,NULL,0,0,0,0,0,0,0,0,0
7825,225,10/2/19,44,1,0.022727,2.83,2.83,NULL,0,0,0,0,0,0,0,0,0
7826,225,10/3/19,21,1,0.047619,3.24,3.24,NULL,0,0,0,0,0,0,0,0,0
7827,7828,10/2/19,1,1,1,2.92,2.92,0.307692,0.0325,9.49,1,1,1,1,9.49,0,0
7828,7829,9/29/19,32,1,0.03125,2.32,2.32,NULL,0,0,0,0,0,0,0,0,0
7829,7829,10/2/19,4,1,0.25,2.58,2.58,NULL,0,0,0,0,0,0,0,0,0
7830,7831,10/4/19,4,1,0.25,1.38,1.38,NULL,0,0,0,0,0,0,0,0,0
7831,7832,10/5/19,1,1,1,0.74,0.74,NULL,0,0,0,0,0,0,0,0,0
7832,1727,10/2/19,4,1,0.25,4.63,4.63,NULL,0,0,0,0,0,0,0,0,0
7833,7834,10/1/19,213,3,0.014085,1.32,3.95,NULL,0,0,0,0,0,0,0,0,0
7834,7835,10/5/19,14,1,0.071429,2.79,2.79,NULL,0,0,0,0,0,0,0,0,0
7835,7836,9/30/19,1,1,1,2.77,2.77,0.291886,0.0343,9.49,1,1,1,1,9.49,0,0
7836,7837,9/29/19,56,1,0.017857,1.49,1.49,NULL,0,0,0,0,0,0,0,0,0
7837,7838,10/2/19,6,1,0.166667,1.69,1.69,NULL,0,0,0,0,0,0,0,0,0
7838,7839,9/29/19,104,1,0.009615,1.58,1.58,0.166491,0.0601,9.49,1,1,1,1,9.49,0,0
7839,7840,10/4/19,18,1,0.055556,1.33,1.33,0.140148,0.0714,9.49,1,1,1,1,9.49,0,0
7840,7841,9/29/19,77,1,0.012987,2.03,2.03,NULL,0,0,0,0,0,0,0,0,0
7841,7842,10/4/19,2,1,0.5,1.81,1.81,NULL,0,0,0,0,0,0,0,0,0
7842,7843,9/30/19,1,1,1,1.57,1.57,0.089817,0.1113,17.48,2,2,2,1,9.49,1,7.99
7843,7844,9/29/19,331,1,0.003021,1.93,1.93,NULL,0,0,0,0,0,0,0,0,0
7844,7845,10/2/19,293,1,0.003413,2.01,2.01,NULL,0,0,0,0,0,0,0,0,0
7845,7846,9/30/19,1,1,1,1.1,1.1,NULL,0,0,0,0,0,0,0,0,0
7846,7847,9/29/19,1,1,1,1.56,1.56,0.164384,0.0608,9.49,1,1,1,1,9.49,0,0
7847,6119,10/5/19,5,1,0.2,1.66,1.66,NULL,0,0,0,0,0,0,0,0,0
7848,7849,10/1/19,1,1,1,1.08,1.08,NULL,0,0,0,0,0,0,0,0,0
7849,7850,10/2/19,1,1,1,1.66,1.66,NULL,0,0,0,0,0,0,0,0,0
7850,7851,10/1/19,1,1,1,1.44,1.44,NULL,0,0,0,0,0,0,0,0,0
7851,7852,10/1/19,420,1,0.002381,3.1,3.1,NULL,0,0,0,0,0,0,0,0,0
7852,7853,10/2/19,4,1,0.25,2.34,2.34,NULL,0,0,0,0,0,0,0,0,0
7853,7854,10/2/19,2,1,0.5,0.96,0.96,NULL,0,0,0,0,0,0,0,0,0
7854,7855,9/30/19,81,1,0.012346,1.32,1.32,NULL,0,0,0,0,0,0,0,0,0
7855,7856,9/29/19,3,2,0.666667,1.94,3.88,NULL,0,0,0,0,0,0,0,0,0
7856,7857,9/30/19,1,1,1,1.04,1.04,NULL,0,0,0,0,0,0,0,0,0
7857,4153,9/30/19,1,1,1,1.48,1.48,NULL,0,0,0,0,0,0,0,0,0
7858,7859,9/29/19,1,1,1,1.88,1.88,0.376754,0.0265,4.99,1,1,1,1,4.99,0,0
7859,7860,10/2/19,4,1,0.25,1.26,1.26,NULL,0,0,0,0,0,0,0,0,0
7860,7861,10/4/19,1,1,1,1.03,1.03,NULL,0,0,0,0,0,0,0,0,0
7861,3277,9/29/19,186,2,0.010753,4.45,8.9,1.78357,0.0056,4.99,1,1,0.5,1,4.99,0,0
7862,3277,9/30/19,141,1,0.007092,4.58,4.58,0.482613,0.0207,9.49,1,1,1,1,9.49,0,0
7863,3277,10/4/19,132,2,0.015152,4.03,8.05,NULL,0,0,0,0,0,0,0,0,0
7864,4154,9/29/19,7,1,0.142857,1.98,1.98,0.396794,0.0252,4.99,1,1,1,1,4.99,0,0
7865,4154,10/3/19,63,1,0.015873,5.26,5.26,0.554268,0.018,9.49,1,1,1,1,9.49,0,0
7866,4154,10/5/19,54,1,0.018519,4.48,4.48,0.472076,0.0212,9.49,1,1,1,1,9.49,0,0
7867,7868,10/2/19,15,1,0.066667,1.29,1.29,NULL,0,0,0,0,0,0,0,0,0
7868,231,9/29/19,159,3,0.018868,3.18,9.53,1.00422,0.01,9.49,1,1,0.333333,1,9.49,0,0
7869,231,9/30/19,88,1,0.011364,1.15,1.15,0.230461,0.0434,4.99,1,1,1,1,4.99,0,0
7870,231,10/1/19,204,3,0.014706,1.49,4.48,0.472076,0.0212,9.49,1,1,0.333333,1,9.49,0,0
7871,231,10/2/19,79,2,0.025316,5,9.99,0.526344,0.019,18.98,2,2,1,2,18.98,0,0
7872,231,10/4/19,131,1,0.007634,4.37,4.37,NULL,0,0,0,0,0,0,0,0,0
7873,231,10/5/19,62,2,0.032258,3.14,6.28,NULL,0,0,0,0,0,0,0,0,0
7874,7875,9/30/19,3,1,0.333333,2.16,2.16,NULL,0,0,0,0,0,0,0,0,0
7875,232,9/29/19,2905,10,0.003442,2.16,21.64,NULL,0,0,0,0,0,0,0,0,0
7876,232,9/30/19,4612,10,0.002168,2.2,22.01,0.918231,0.0109,23.97,3,3,0.3,3,23.97,0,0
7877,232,10/1/19,3489,2,0.000573,2.41,4.82,NULL,0,0,0,0,0,0,0,0,0
7878,232,10/2/19,3874,3,0.000774,2.25,6.75,0.711275,0.0141,9.49,1,1,0.333333,1,9.49,0,0
7879,232,10/3/19,2943,6,0.002039,1.82,10.93,0.754834,0.0132,14.48,2,2,0.333333,2,14.48,0,0
7880,232,10/4/19,2307,1,0.000433,2.06,2.06,NULL,0,0,0,0,0,0,0,0,0
7881,232,10/5/19,2321,4,0.001723,2.29,9.17,NULL,0,0,0,0,0,0,0,0,0
7882,7883,10/3/19,8,1,0.125,4.22,4.22,NULL,0,0,0,0,0,0,0,0,0
7883,1008,10/2/19,463,1,0.00216,1.9,1.9,NULL,0,0,0,0,0,0,0,0,0
7884,7885,9/29/19,128,1,0.007813,2.5,2.5,NULL,0,0,0,0,0,0,0,0,0
7885,7886,10/3/19,2,1,0.5,5.32,5.32,NULL,0,0,0,0,0,0,0,0,0
7886,7887,10/2/19,21,2,0.095238,1.9,3.79,0.26174,0.0382,14.48,2,2,1,2,14.48,0,0
7887,7001,10/1/19,143,1,0.006993,1.98,1.98,NULL,0,0,0,0,0,0,0,0,0
7888,7007,10/3/19,166,1,0.006024,2.6,2.6,0.136986,0.073,18.98,1,2,1,2,18.98,0,0
7889,7890,9/30/19,22,1,0.045455,1.39,1.39,NULL,0,0,0,0,0,0,0,0,0
7890,239,9/29/19,131,2,0.015267,4.28,8.55,NULL,0,0,0,0,0,0,0,0,0
7891,239,10/2/19,75,1,0.013333,6.03,6.03,NULL,0,0,0,0,0,0,0,0,0
7892,4159,10/1/19,25,1,0.04,5,5,NULL,0,0,0,0,0,0,0,0,0
7893,4159,10/2/19,33,1,0.030303,2.57,2.57,NULL,0,0,0,0,0,0,0,0,0
7894,4159,10/4/19,313,3,0.009585,3.2,9.61,1.01265,0.0099,9.49,1,1,0.333333,1,9.49,0,0
7895,4159,10/5/19,358,3,0.00838,4.81,14.42,NULL,0,0,0,0,0,0,0,0,0
7896,7897,10/1/19,34,1,0.029412,2.87,2.87,NULL,0,0,0,0,0,0,0,0,0
7897,1012,9/29/19,278,1,0.003597,3.95,3.95,NULL,0,0,0,0,0,0,0,0,0
7898,1012,10/1/19,361,3,0.00831,2.88,8.63,NULL,0,0,0,0,0,0,0,0,0
7899,1012,10/3/19,270,2,0.007407,3.26,6.52,NULL,0,0,0,0,0,0,0,0,0
7900,1012,10/4/19,285,1,0.003509,3.25,3.25,NULL,0,0,0,0,0,0,0,0,0
7901,1012,10/5/19,358,1,0.002793,2.16,2.16,NULL,0,0,0,0,0,0,0,0,0
7902,7903,10/3/19,8,1,0.125,1.34,1.34,NULL,0,0,0,0,0,0,0,0,0
7903,7904,10/5/19,23,1,0.043478,1,1,NULL,0,0,0,0,0,0,0,0,0
7904,7905,10/1/19,4,1,0.25,1.11,1.11,NULL,0,0,0,0,0,0,0,0,0
7905,5165,10/5/19,2,1,0.5,1.09,1.09,0.114858,0.0871,9.49,1,1,1,1,9.49,0,0
7906,7907,10/2/19,180,1,0.005556,1.21,1.21,NULL,0,0,0,0,0,0,0,0,0
7907,2479,10/1/19,659,1,0.001517,1.04,1.04,NULL,0,0,0,0,0,0,0,0,0
7908,2479,10/3/19,139,1,0.007194,1.39,1.39,NULL,0,0,0,0,0,0,0,0,0
7909,2479,10/5/19,28,1,0.035714,1.14,1.14,NULL,0,0,0,0,0,0,0,0,0
7910,7911,10/4/19,1,1,1,0.97,0.97,NULL,0,0,0,0,0,0,0,0,0
7911,1737,9/30/19,3,1,0.333333,0.98,0.98,NULL,0,0,0,0,0,0,0,0,0
7912,7913,10/5/19,3,1,0.333333,1.21,1.21,NULL,0,0,0,0,0,0,0,0,0
7913,7914,10/3/19,129,1,0.007752,1.38,1.38,NULL,0,0,0,0,0,0,0,0,0
7914,7915,10/1/19,115,1,0.008696,1.35,1.35,NULL,0,0,0,0,0,0,0,0,0
7915,7916,10/2/19,3,1,0.333333,1.77,1.77,NULL,0,0,0,0,0,0,0,0,0
7916,5166,10/3/19,222,2,0.009009,2.76,5.52,NULL,0,0,0,0,0,0,0,0,0
7917,5166,10/4/19,153,1,0.006536,3.35,3.35,NULL,0,0,0,0,0,0,0,0,0
7918,244,9/29/19,1439,1,0.000695,2.27,2.27,NULL,0,0,0,0,0,0,0,0,0
7919,244,9/30/19,2984,4,0.00134,1.64,6.55,1.31263,0.0076,4.99,1,1,0.25,1,4.99,0,0
7920,244,10/1/19,637,1,0.00157,1.77,1.77,NULL,0,0,0,0,0,0,0,0,0
7921,244,10/2/19,757,1,0.001321,1.92,1.92,NULL,0,0,0,0,0,0,0,0,0
7922,244,10/5/19,809,1,0.001236,1.47,1.47,NULL,0,0,0,0,0,0,0,0,0
7923,247,10/1/19,59,1,0.016949,1.59,1.59,NULL,0,0,0,0,0,0,0,0,0
7924,247,10/4/19,8,1,0.125,2.68,2.68,0.282403,0.0354,9.49,1,1,1,1,9.49,0,0
7925,4165,10/2/19,90,2,0.022222,2.61,5.22,1.04609,0.0096,4.99,1,1,0.5,1,4.99,0,0
7926,4165,10/3/19,469,1,0.002132,3.08,3.08,NULL,0,0,0,0,0,0,0,0,0
7927,4165,10/4/19,318,1,0.003145,2.59,2.59,NULL,0,0,0,0,0,0,0,0,0
7928,4165,10/5/19,512,1,0.001953,3.3,3.3,NULL,0,0,0,0,0,0,0,0,0
7929,1022,9/30/19,1178,1,0.000849,4.25,4.25,NULL,0,0,0,0,0,0,0,0,0
7930,1022,10/2/19,249,1,0.004016,6.39,6.39,NULL,0,0,0,0,0,0,0,0,0
7931,1022,10/3/19,548,2,0.00365,4.79,9.57,NULL,0,0,0,0,0,0,0,0,0
7932,7026,10/4/19,675,1,0.001481,3.73,3.73,NULL,0,0,0,0,0,0,0,0,0
7933,4166,9/29/19,697,2,0.002869,1.99,3.98,NULL,0,0,0,0,0,0,0,0,0
7934,4166,10/2/19,329,1,0.00304,2,2,NULL,0,0,0,0,0,0,0,0,0
7935,7936,9/30/19,2,1,0.5,1.86,1.86,0.372745,0.0268,4.99,1,1,1,1,4.99,0,0
7936,7937,10/1/19,4664,1,0.000214,2.47,2.47,NULL,0,0,0,0,0,0,0,0,0
7937,7938,9/29/19,1,1,1,1.98,1.98,0.099198,0.1008,19.96,1,4,1,4,19.96,0,0
7938,7031,10/3/19,33,1,0.030303,2.16,2.16,NULL,0,0,0,0,0,0,0,0,0
7939,7940,9/30/19,2,1,0.5,2.16,2.16,NULL,0,0,0,0,0,0,0,0,0
7940,2482,9/30/19,3,1,0.333333,2.01,2.01,0.103715,0.0964,19.38,2,2,2,1,4.99,1,14.39
7941,249,9/30/19,5,1,0.2,1.59,1.59,NULL,0,0,0,0,0,0,0,0,0
7942,249,10/3/19,79,3,0.037975,1.81,5.44,NULL,0,0,0,0,0,0,0,0,0
7943,249,10/5/19,76,4,0.052632,0.7,2.79,0.058799,0.1701,47.45,3,5,0.75,5,47.45,0,0
7944,252,10/2/19,98,2,0.020408,1.55,3.1,0.088673,0.1128,34.96,4,4,2,2,18.98,2,15.98
7945,252,10/3/19,5,1,0.2,0.53,0.53,0.027924,0.3581,18.98,1,2,1,2,18.98,0,0
7946,7947,9/29/19,18,1,0.055556,1.94,1.94,NULL,0,0,0,0,0,0,0,0,0
7947,7948,10/4/19,17,1,0.058824,2.28,2.28,0.120126,0.0832,18.98,1,2,1,2,18.98,0,0
7948,1758,10/5/19,1,1,1,0.49,0.49,NULL,0,0,0,0,0,0,0,0,0
7949,7950,10/5/19,4,1,0.25,2.8,2.8,0.295047,0.0339,9.49,1,1,1,1,9.49,0,0
7950,254,9/29/19,112,2,0.017857,1.63,3.26,NULL,0,0,0,0,0,0,0,0,0
7951,256,9/29/19,6,1,0.166667,1.5,1.5,NULL,0,0,0,0,0,0,0,0,0
7952,256,10/1/19,54,1,0.018519,1.67,1.67,NULL,0,0,0,0,0,0,0,0,0
7953,257,10/2/19,16,1,0.0625,1.68,1.68,0.336673,0.0297,4.99,1,1,1,1,4.99,0,0
7954,5187,10/3/19,4,1,0.25,1.09,1.09,NULL,0,0,0,0,0,0,0,0,0
7955,7956,10/2/19,2,1,0.5,1.89,1.89,NULL,0,0,0,0,0,0,0,0,0
7956,7957,10/5/19,11,1,0.090909,1.76,1.76,NULL,0,0,0,0,0,0,0,0,0
7957,1041,9/29/19,9,2,0.222222,1.53,3.06,0.322445,0.031,9.49,1,1,0.5,1,9.49,0,0
7958,1041,9/30/19,13,2,0.153846,1.77,3.53,NULL,0,0,0,0,0,0,0,0,0
7959,1041,10/2/19,6,2,0.333333,0.88,1.75,0.184405,0.0542,9.49,1,1,0.5,1,9.49,0,0
7960,1041,10/4/19,9,2,0.222222,1.48,2.96,NULL,0,0,0,0,0,0,0,0,0
7961,260,10/2/19,4,1,0.25,0.37,0.37,0.038988,0.2565,9.49,1,1,1,1,9.49,0,0
7962,1780,9/29/19,18,1,0.055556,1.02,1.02,0.053911,0.1855,18.92,1,1,1,0,0,1,18.92
7963,1780,10/1/19,44,2,0.045455,1.32,2.64,NULL,0,0,0,0,0,0,0,0,0
7964,1780,10/4/19,22,1,0.045455,1.31,1.31,0.048717,0.2053,26.89,2,2,2,1,7.97,1,18.92
7965,7060,9/30/19,16,1,0.0625,1.02,1.02,0.12798,0.0781,7.97,1,1,1,1,7.97,0,0
