id,campaign,term,match_type
68463,1243,clean well,BROAD
61431,1243,clean well,EXACT
61464,1243,clean well,PHRASE
76986,1243,clean well foam,BROAD
61447,1243,clean well foam,EXACT
61440,1243,clean well foam,PHRASE
61469,1243,clean well hand soap,BROAD
61458,1243,clean well hand soap,EXACT
68448,1243,clean well hand soap,PHRASE
174561,1243,cleanwell antibacterial soap,BROAD
61463,1243,cleanwell antibacterial soap,EXACT
86072,1243,cleanwell antibacterial soap,PHRASE
164255,1243,cleanwell foaming hand soap,BROAD
61448,1243,cleanwell foaming hand soap,EXACT
61427,1243,cleanwell foaming hand soap,PHRASE
61474,1243,cleanwell foaming hand soap lavender,BROAD
61445,1243,cleanwell foaming hand soap lavender,EXACT
294971,1243,cleanwell foaming hand soap lavender,PHRASE
299836,1243,cleanwell foaming soap,BROAD
68397,1243,cleanwell foaming soap,EXACT
61436,1243,cleanwell foaming soap,PHRASE
215458,1243,cleanwell hand soap,BROAD
68464,1243,cleanwell hand soap,EXACT
104720,1243,cleanwell hand soap,PHRASE
260971,1243,cleanwell hand soap ginger,BROAD
68404,1243,cleanwell hand soap lavender,BROAD
61453,1243,cleanwell hand soap lavender,EXACT
295038,1243,cleanwell hand soap orange,BROAD
77027,1243,cleanwell hand soap orange,EXACT
76968,1243,cleanwell hand soap orange,PHRASE
303132,1243,cleanwell orange vanilla foaming soap,BROAD
104738,1243,cleanwell soap,BROAD
61437,1243,cleanwell soap,EXACT
61428,1243,cleanwell soap,PHRASE
94933,1243,cleanwell soap ginger,BROAD
94964,1243,cleanwell soap ginger,EXACT
86052,1243,hand soap cleanwell,EXACT
86095,1243,hand soap cleanwell,PHRASE
177476,1244,alcohol free foaming hand sanitizer,BROAD
71137,1244,alcohol free hand sanitizer,BROAD
80492,1244,alcohol free hand wipes,BROAD
80300,1244,alcohol free hand wipes,EXACT
80612,1244,alcohol free hand wipes,PHRASE
71486,1244,anti bacterial hand sanitizer,BROAD
220692,1244,anti bacterial wipes baby,BROAD
71135,1244,antibacterial hand sanitizer,BROAD
84143,1244,antibacterial hand wipes kids,BROAD
97235,1244,antibacterial hand wipes travel pack,BROAD
98374,1244,antibacterial hand wipes travel pack,EXACT
71510,1244,antiseptic hand wipes,EXACT
157208,1244,baby friendly hand sanitizer,BROAD
88570,1244,baby hand sanitizing wipes,BROAD
177358,1244,baby hand soap,BROAD
71134,1244,baby hand wipes,BROAD
71518,1244,baby hand wipes,EXACT
102492,1244,baby hand wipes antibacterial,BROAD
182002,1244,baby hand wipes organic,BROAD
97973,1244,baby hands,BROAD
79864,1244,baby handwash,BROAD
127805,1244,baby handwipes,BROAD
157161,1244,baby organics sanitizer,BROAD
84140,1244,baby sanitizing wipes travel,BROAD
71131,1244,baby wipes,BROAD
157840,1244,baby wipes,EXACT
71537,1244,baby wipes,PHRASE
157973,1244,baby wipes babyganics,EXACT
84139,1244,baby wipes disinfecting,BROAD
98349,1244,baby wipes honest company,PHRASE
216578,1244,baby wipes huggies,BROAD
158086,1244,baby wipes huggies,PHRASE
157713,1244,baby wipes pampers,EXACT
216859,1244,baby wipes pampers,PHRASE
157780,1244,baby wipes unscented,EXACT
156359,1244,baby wipes unscented,PHRASE
112720,1244,biodegradable hand wipes,BROAD
172251,1244,biodegradable hand wipes,EXACT
84175,1244,biodegradable hand wipes,PHRASE
75132,1244,biodegradable wipes,BROAD
102524,1244,biodegradable wipes,EXACT
84169,1244,biodegradable wipes,PHRASE
71508,1244,bulk hand wipes,EXACT
178157,1244,bulk hand wipes,PHRASE
98540,1244,cleanwell hand sanitizer wipes,PHRASE
71140,1244,disinfecting hand wipes,BROAD
70522,1244,disinfecting hand wipes,EXACT
71525,1244,disinfecting hand wipes,PHRASE
70527,1244,disposable hand wipes,EXACT
71505,1244,eos hand wipes,EXACT
71484,1244,face and hand wipes,BROAD
71490,1244,face and hand wipes,EXACT
71532,1244,face and hand wipes,PHRASE
79846,1244,foam hand sanitizer,BROAD
157209,1244,foaming hand sanitizer,BROAD
71485,1244,fragrance free hand soap,BROAD
79109,1244,grease hand wipes,EXACT
71504,1244,hand sani wipes,EXACT
216831,1244,hand sani wipes,PHRASE
71132,1244,hand sanitizer,BROAD
79798,1244,hand sanitizer bulk,BROAD
88535,1244,hand sanitizer for baby,BROAD
177383,1244,hand sanitizer lotion,BROAD
80274,1244,hand sanitizer safe for baby,BROAD
71136,1244,hand sanitizer travel,BROAD
117913,1244,hand sanitizer travel size,BROAD
71509,1244,hand sanitizer wipes,EXACT
71527,1244,hand sanitizer wipes,PHRASE
157169,1244,hand sanitizer wipes baby,BROAD
71523,1244,hand sanitizer wipes baby,EXACT
128498,1244,hand sanitizer wipes baby,PHRASE
80536,1244,hand sanitizer wipes bulk,EXACT
79071,1244,hand sanitizer wipes bulk,PHRASE
177443,1244,hand sanitizer wipes fragrance free,BROAD
79108,1244,hand sanitizer wipes fragrance free,EXACT
80293,1244,hand sanitizer wipes individually wrapped,EXACT
79067,1244,hand sanitizer wipes travel,EXACT
71515,1244,hand sanitizer wipes travel,PHRASE
107954,1244,hand sanitizer wipes wet ones,BROAD
71501,1244,hand sanitizer wipes wet ones,EXACT
71130,1244,hand sanitizing spray,BROAD
80521,1244,hand sanitizing wipes,EXACT
71529,1244,hand sanitizing wipes,PHRASE
79755,1244,hand sanitzer,BROAD
88534,1244,hand santizer,BROAD
71143,1244,hand wipes,BROAD
70526,1244,hand wipes,EXACT
71534,1244,hand wipes,PHRASE
75124,1244,hand wipes canister,BROAD
71139,1244,hand wipes clean well,BROAD
71512,1244,hand wipes clean well,EXACT
80585,1244,hand wipes clean well,PHRASE
80341,1244,hand wipes grease,EXACT
108799,1244,hand wipes grease,PHRASE
216808,1244,hand wipes in bulk,BROAD
70525,1244,hand wipes in bulk,EXACT
71538,1244,hand wipes in bulk,PHRASE
156340,1244,hand wipes individual,BROAD
80335,1244,hand wipes individual,EXACT
71533,1244,hand wipes individual,PHRASE
71492,1244,hand wipes individually wrapped,PHRASE
71499,1244,hand wipes kids,BROAD
157904,1244,hand wipes kids,EXACT
80634,1244,hand wipes kids,PHRASE
79770,1244,hand wipes natural,BROAD
71487,1244,hand wipes natural,EXACT
79079,1244,hand wipes natural,PHRASE
80459,1244,hand wipes organic,EXACT
80406,1244,hand wipes organic,PHRASE
71495,1244,hand wipes singles,EXACT
71539,1244,hand wipes singles,PHRASE
79799,1244,hand wipes travel,BROAD
70521,1244,hand wipes travel,EXACT
71524,1244,hand wipes travel,PHRASE
80510,1244,hand wipes travel pack,EXACT
71536,1244,hand wipes travel pack,PHRASE
71129,1244,hand wipes wet ones,BROAD
79065,1244,hand wipes wet ones,EXACT
71511,1244,hand wipes wet ones,PHRASE
157671,1244,handsanitizer,BROAD
71506,1244,handzies hand wipes,EXACT
187741,1244,honest baby wipes,BROAD
177870,1244,individual hand sanitizer wipes,BROAD
71516,1244,individual hand sanitizer wipes,EXACT
71498,1244,individual hand wipes,EXACT
157807,1244,individual hand wipes,PHRASE
177852,1244,individual hand wipes packets,EXACT
177933,1244,individually wrapped hand wipes,EXACT
178094,1244,individually wrapped hand wipes,PHRASE
71502,1244,industrial hand wipes,EXACT
79066,1244,instant hand sanitizer wipes,EXACT
71141,1244,kid hand sanitizer,BROAD
79853,1244,kids hand sanitizer wipes,BROAD
80445,1244,large hand wipes,EXACT
157135,1244,mini hand sanitizer,BROAD
80455,1244,mini hand wipes,EXACT
71128,1244,natural hand sanitizer,BROAD
80387,1244,natural hand sanitizer wipes,BROAD
71514,1244,natural hand sanitizer wipes,EXACT
80594,1244,natural hand sanitizer wipes,PHRASE
70529,1244,natural hand wipes,EXACT
71544,1244,natural hand wipes,PHRASE
177935,1244,on the go sanitizing wipes,BROAD
80386,1244,on the go sanitizing wipes,EXACT
97901,1244,orange hand wipes,BROAD
80348,1244,orange hand wipes,EXACT
80596,1244,orange hand wipes,PHRASE
187680,1244,organic baby hand soap,BROAD
71146,1244,organic hand sanitizer,BROAD
79786,1244,organic hand sanitizer wipes,BROAD
71489,1244,organic hand sanitizer wipes,EXACT
80486,1244,organic hand sanitizer wipes,PHRASE
79772,1244,organic hand wipes,BROAD
71500,1244,organic hand wipes,EXACT
71541,1244,organic hand wipes,PHRASE
177350,1244,purell hand sanitizer wipes,BROAD
187679,1244,sanitary hand wipes,BROAD
71521,1244,sanitary hand wipes,EXACT
177909,1244,sanitary hand wipes,PHRASE
79852,1244,sanitizer for baby,BROAD
71497,1244,sanitizer hand wipes,BROAD
71503,1244,sanitizer hand wipes,EXACT
70524,1244,sanitizer hand wipes,PHRASE
97962,1244,sanitizer lotion,BROAD
79792,1244,sanitizer spray,BROAD
177486,1244,sanitizing hand soap,BROAD
71127,1244,sanitizing hand wipes,BROAD
71513,1244,sanitizing hand wipes,EXACT
71531,1244,sanitizing hand wipes,PHRASE
79826,1244,sanitizing hand wipes travel pack,BROAD
88061,1244,sanitizing hand wipes travel pack,EXACT
71145,1244,sanitizing spray,BROAD
71148,1244,sanitizing wipes,BROAD
71507,1244,sanitizing wipes,EXACT
71542,1244,sanitizing wipes,PHRASE
71517,1244,scented hand wipes,EXACT
178176,1244,scented hand wipes,PHRASE
80264,1244,small hand sanitizer,BROAD
84141,1244,travel baby disinfecting wipes,BROAD
71519,1244,travel hand sanitizer wipes,BROAD
71522,1244,travel hand sanitizer wipes,EXACT
108778,1244,travel hand sanitizer wipes,PHRASE
71493,1244,travel hand wipes,EXACT
71526,1244,travel hand wipes,PHRASE
71496,1244,travel pack hand wipes,BROAD
80399,1244,travel pack hand wipes,EXACT
178175,1244,travel pack hand wipes,PHRASE
71520,1244,travel size hand wipes,EXACT
71540,1244,travel size hand wipes,PHRASE
80438,1244,unscented hand wipes,EXACT
259171,1244,vegan,PHRASE
231160,1244,vegan hand wipes,EXACT
75122,1244,wet wipes,BROAD
188792,1245,*,-
62417,1245,close-match,-
62423,1245,complements,-
62420,1245,loose-match,-
62426,1245,substitutes,-
62797,1246,all natural hand sanitizer,EXACT
71413,1246,clean and well,BROAD
62800,1246,clean and well,EXACT
62839,1246,clean and well,PHRASE
300935,1246,clean well cleaner,BROAD
208470,1246,clean well cleaner,EXACT
108326,1246,clean well disinfecting wipes,BROAD
62822,1246,clean well disinfecting wipes,EXACT
277755,1246,clean well hand sanitizing wipes,BROAD
215766,1246,clean well hand sanitizing wipes,EXACT
146512,1246,clean well hand wipes,BROAD
63413,1246,clean well hand wipes,EXACT
97329,1246,clean well sanitizing wipes,BROAD
63419,1246,clean well sanitizing wipes,EXACT
304684,1246,clean well spray hand sanitizer,BROAD
225653,1246,clean well spray hand sanitizer,PHRASE
62808,1246,clean well wipes,EXACT
117095,1246,clean well wipes,PHRASE
128214,1246,cleanwell botanical disinfecting wipes,BROAD
62823,1246,cleanwell botanical disinfecting wipes,EXACT
117097,1246,cleanwell botanical disinfecting wipes,PHRASE
70572,1246,cleanwell disinfecting hand wipes,EXACT
296743,1246,cleanwell disinfecting hand wipes,PHRASE
63415,1246,cleanwell disinfecting wipes,BROAD
62830,1246,cleanwell disinfecting wipes,EXACT
79196,1246,cleanwell disinfecting wipes,PHRASE
215851,1246,cleanwell foaming hand sanitizer,BROAD
62794,1246,cleanwell foaming hand sanitizer,EXACT
268240,1246,cleanwell foaming hand sanitizer,PHRASE
79177,1246,cleanwell hand sanitizer,BROAD
62816,1246,cleanwell hand sanitizer,EXACT
62842,1246,cleanwell hand sanitizer,PHRASE
246702,1246,cleanwell hand sanitizer wipes,BROAD
62814,1246,cleanwell hand sanitizer wipes,EXACT
225646,1246,cleanwell hand sanitizer wipes,PHRASE
118297,1246,cleanwell hand sanitizing wipes,BROAD
62803,1246,cleanwell hand sanitizing wipes,EXACT
277759,1246,cleanwell hand sanitizing wipes,PHRASE
117035,1246,cleanwell hand wipes,BROAD
63423,1246,cleanwell hand wipes,EXACT
157611,1246,cleanwell hand wipes,PHRASE
147592,1246,cleanwell hand wipes individual,EXACT
273404,1246,cleanwell hand wipes singles,EXACT
205001,1246,cleanwell hand wipes travel,BROAD
166693,1246,cleanwell individual hand wipes,PHRASE
304342,1246,cleanwell natural foaming hand,BROAD
62833,1246,cleanwell natural foaming hand,EXACT
97349,1246,cleanwell natural foaming hand,PHRASE
304402,1246,cleanwell natural foaming hand sanitizer,BROAD
62806,1246,cleanwell natural foaming hand sanitizer,EXACT
268238,1246,cleanwell natural foaming hand sanitizer,PHRASE
70563,1246,cleanwell natural hand sanitizer,BROAD
62824,1246,cleanwell natural hand sanitizer,EXACT
62834,1246,cleanwell natural hand sanitizer,PHRASE
304408,1246,cleanwell natural hand sanitizing wipes,EXACT
254851,1246,cleanwell natural hand wipes,EXACT
187131,1246,cleanwell sanitizing hand wipes,EXACT
262994,1246,cleanwell sanitizing wipes,BROAD
63428,1246,cleanwell sanitizing wipes,EXACT
88104,1246,cleanwell sanitizing wipes,PHRASE
63426,1246,cleanwell wipes,BROAD
63430,1246,cleanwell wipes,EXACT
62836,1246,cleanwell wipes,PHRASE
63421,1246,kids sanitizing wipes,EXACT
137004,1246,natural disinfectant spray,EXACT
137045,1246,natural disinfectant spray,PHRASE
63410,1246,natural hand sanitizer,EXACT
62827,1246,natural hand sanitizer,PHRASE
63409,1246,natural hand sanitizer wipes,EXACT
62811,1246,natural sanitizing wipes,EXACT
117066,1246,natural wipes travel,EXACT
63416,1246,sanitizing hand wipes,EXACT
62819,1246,sanitizing wipes travel,EXACT
62484,1247,all natural hand soap,BROAD
211122,1247,all natural hand soap,EXACT
208806,1247,all natural hand soap,PHRASE
116434,1247,anti bacterial hand soap,BROAD
280256,1247,anti bacterial hand soap,EXACT
280257,1247,anti bacterial hand soap,PHRASE
62447,1247,antibacterial foaming hand soap,BROAD
62491,1247,antibacterial foaming hand soap,EXACT
62303,1247,antibacterial foaming hand soap,PHRASE
70193,1247,antibacterial hand soap,BROAD
62271,1247,antibacterial hand soap,EXACT
62236,1247,antibacterial hand soap,PHRASE
62355,1247,antibacterial hand soap foaming,EXACT
145742,1247,antibacterial hand soap foaming,PHRASE
62528,1247,antibacterial hand soap liquid,BROAD
208810,1247,antibacterial hand soap liquid,EXACT
284901,1247,antibacterial hand soap liquid,PHRASE
280328,1247,antibacterial soap,EXACT
211144,1247,antibacterial soap,PHRASE
225126,1247,bergamot hand soap,BROAD
75126,1247,biodegradable hand soap,EXACT
75125,1247,biodegradable hand soap,PHRASE
62490,1247,body soap,EXACT
62380,1247,body soap,PHRASE
78609,1247,disinfecting hand soap,BROAD
62444,1247,doterra foaming soap,EXACT
280322,1247,foam antibacterial hand soap,BROAD
280320,1247,foam antibacterial hand soap,EXACT
289415,1247,foam antibacterial hand soap,PHRASE
62266,1247,foam hand soap,EXACT
62364,1247,foam hand soap,PHRASE
156004,1247,foam hand soap refill,BROAD
62451,1247,foam hand soap refill,EXACT
62189,1247,foam hand soap refill,PHRASE
280297,1247,foam hand wash,BROAD
284831,1247,foam hand wash,EXACT
216273,1247,foam hand wash,PHRASE
280258,1247,foam handsoap,EXACT
280260,1247,foam handsoap,PHRASE
62256,1247,foam soap,EXACT
62197,1247,foam soap,PHRASE
280291,1247,foam soap antibacterial,BROAD
284824,1247,foam soap antibacterial,PHRASE
62509,1247,foaming antibacterial soap,BROAD
62465,1247,foaming antibacterial soap,EXACT
62309,1247,foaming antibacterial soap,PHRASE
62537,1247,foaming hand soap,EXACT
62277,1247,foaming hand soap,PHRASE
126690,1247,foaming hand soap dispenser,BROAD
62518,1247,foaming hand soap dispenser,EXACT
62408,1247,foaming hand soap dispenser,PHRASE
62212,1247,foaming hand soap pack,EXACT
62251,1247,foaming hand soap pack,PHRASE
62526,1247,foaming hand soap refill,BROAD
62339,1247,foaming hand soap refill,EXACT
62261,1247,foaming hand soap refill,PHRASE
294136,1247,foaming hand wash,BROAD
212373,1247,foaming hand wash,EXACT
211123,1247,foaming hand wash,PHRASE
289372,1247,foaming liquid hand soap,BROAD
209873,1247,foaming liquid hand soap,EXACT
284843,1247,foaming liquid hand soap,PHRASE
62467,1247,foaming soap,BROAD
62350,1247,foaming soap,EXACT
62222,1247,foaming soap,PHRASE
62439,1247,foaming soap refill,BROAD
62434,1247,foaming soap refill,EXACT
62384,1247,foaming soap refill,PHRASE
62503,1247,hand foam soap,EXACT
62389,1247,hand foam soap,PHRASE
62464,1247,hand soap,BROAD
62469,1247,hand soap antibacterial,EXACT
62288,1247,hand soap antibacterial,PHRASE
106512,1247,hand soap antibacterial natural,BROAD
62496,1247,hand soap antibacterial natural,EXACT
116353,1247,hand soap antibacterial natural,PHRASE
280308,1247,hand soap bulk,BROAD
209874,1247,hand soap bulk,EXACT
209875,1247,hand soap bulk,PHRASE
80714,1247,hand soap foam,BROAD
62479,1247,hand soap foam,EXACT
62323,1247,hand soap foam,PHRASE
62202,1247,hand soap foam organic,EXACT
168114,1247,hand soap foam vanilla,BROAD
62456,1247,hand soap foaming,BROAD
62215,1247,hand soap foaming,EXACT
62283,1247,hand soap foaming,PHRASE
106514,1247,hand soap organic,BROAD
62359,1247,hand soap organic,EXACT
62293,1247,hand soap organic,PHRASE
62448,1247,hand soap refill foam,EXACT
69923,1247,hand soap refill foam,PHRASE
63476,1247,hand soaps,EXACT
62227,1247,hand soaps,PHRASE
211141,1247,hand wash,BROAD
280282,1247,hand wash,EXACT
208809,1247,hand wash,PHRASE
215055,1247,hand wash soap,BROAD
211134,1247,hand wash soap,EXACT
211135,1247,hand wash soap,PHRASE
209867,1247,handsoap,EXACT
208808,1247,handsoap,PHRASE
70097,1247,kids foaming hand soap,BROAD
116480,1247,lavendar hand soap,BROAD
62298,1247,lavendar hand soap,EXACT
62333,1247,lavendar hand soap,PHRASE
106472,1247,lavender foaming hand soap,BROAD
96894,1247,lavender hand soap,BROAD
63471,1247,lavender hand soap,EXACT
62246,1247,lavender hand soap,PHRASE
62233,1247,lemon soap,EXACT
116382,1247,lemon soap,PHRASE
62463,1247,moisturizing antibacterial hand soap,BROAD
62391,1247,moisturizing antibacterial hand soap,EXACT
106407,1247,moisturizing antibacterial hand soap,PHRASE
106612,1247,moisturizing hand soap,BROAD
62329,1247,natural antibacterial hand soap,EXACT
78416,1247,natural antibacterial hand soap,PHRASE
70065,1247,natural antibacterial soap,BROAD
62318,1247,natural antibacterial soap,EXACT
62396,1247,natural antibacterial soap,PHRASE
280335,1247,natural foaming hand soap,EXACT
280338,1247,natural foaming hand soap,PHRASE
80716,1247,natural foaming soap,BROAD
62516,1247,natural foaming soap,EXACT
62328,1247,natural foaming soap,PHRASE
62523,1247,natural foaming soap refill,BROAD
62338,1247,natural foaming soap refill,EXACT
69971,1247,natural foaming soap refill,PHRASE
62485,1247,natural hand soap,BROAD
62374,1247,natural hand soap,EXACT
62207,1247,natural hand soap,PHRASE
155906,1247,natural hand soap foaming,BROAD
62276,1247,natural hand soap foaming,EXACT
146025,1247,natural hand soap foaming cleanwell lavender,BROAD
62453,1247,natural hand soap lavender,BROAD
96443,1247,natural hand soap lavender,EXACT
62315,1247,natural hand soap lavender,PHRASE
62512,1247,natural hand soap organic,BROAD
62399,1247,natural hand soap organic,EXACT
62379,1247,natural hand soap organic,PHRASE
118815,1247,natural hand soap pump,BROAD
62220,1247,natural hand soap pump,EXACT
69914,1247,natural hand soap pump,PHRASE
208428,1247,natural soap,BROAD
62532,1247,natural soap,EXACT
62241,1247,natural soap,PHRASE
62474,1247,natural soaps,BROAD
245075,1247,natural soaps with essential oils,BROAD
62311,1247,natural soaps with essential oils,EXACT
62308,1247,natural soaps with essential oils,PHRASE
63481,1247,non toxic hand soap,BROAD
87592,1247,orange hand soap,BROAD
62429,1247,orange hand soap,EXACT
62403,1247,orange hand soap,PHRASE
62508,1247,orange vanilla hand soap,BROAD
62459,1247,orange vanilla soap,BROAD
280334,1247,orange vanilla soap,EXACT
284922,1247,orange vanilla soap,PHRASE
289255,1247,organic foaming hand soap,BROAD
284738,1247,organic foaming hand soap,EXACT
284740,1247,organic foaming hand soap,PHRASE
62468,1247,organic hand soap antibacterial,EXACT
62192,1247,organic soap,EXACT
62369,1247,organic soap,PHRASE
280317,1247,pump hand soap,BROAD
280311,1247,pump hand soap,EXACT
280314,1247,pump hand soap,PHRASE
208807,1247,pump soap,BROAD
280247,1247,pump soap,EXACT
212372,1247,pump soap,PHRASE
225079,1247,soap pack of 6,BROAD
96792,1247,soap pack of 6,EXACT
62204,1247,soap pack of 6,PHRASE
267999,1247,soap rose,BROAD
62542,1247,soap rose,EXACT
62253,1247,soap rose,PHRASE
62498,1247,soaps,EXACT
62344,1247,soaps,PHRASE
116479,1247,soft hand soap,BROAD
62412,1247,soft hand soap,EXACT
116404,1247,soft hand soap,PHRASE
155964,1247,spearmint and lime soap,BROAD
78476,1247,spearmint and lime soap,EXACT
116505,1247,spearmint hand soap,BROAD
78703,1247,vanilla hand soap,BROAD
259186,1247,vegan foam soap,EXACT
220844,1247,vegan hand soap,EXACT
259184,1247,vegan hand soap foam,EXACT
275580,1247,vegan soap,EXACT
279972,1247,vegan soap,PHRASE
64103,1248,8 oz hand sanitizer with pump,BROAD
65721,1248,8 oz hand sanitizer with pump,EXACT
263334,1248,8 oz hand sanitizer with pump,PHRASE
64728,1248,8oz hand sanitizer,BROAD
64810,1248,8oz hand sanitizer,EXACT
63867,1248,8oz hand sanitizer,PHRASE
64197,1248,8oz hand sanitizer with pump,BROAD
82205,1248,8oz hand sanitizer with pump,EXACT
64763,1248,alcohol free foaming hand sanitizer,EXACT
65787,1248,alcohol free foaming hand sanitizer,PHRASE
64564,1248,alcohol free hand sanitizer,EXACT
63176,1248,alcohol free hand sanitizer,PHRASE
109841,1248,all natural alcohol free hand sanitizer,BROAD
277815,1248,all natural alcohol free hand sanitizer,EXACT
64176,1248,all natural hand soap,BROAD
65616,1248,all natural hand soap,EXACT
63971,1248,all natural hand soap,PHRASE
292229,1248,anti bacterial hand sanitizer,BROAD
64631,1248,anti bacterial hand sanitizer,EXACT
64005,1248,anti bacterial hand sanitizer,PHRASE
64120,1248,anti bacterial hand soap,BROAD
63147,1248,anti bacterial hand soap,EXACT
63082,1248,anti bacterial hand soap,PHRASE
287443,1248,antibacterial hand sanitizer,BROAD
63138,1248,antibacterial hand sanitizer,EXACT
65737,1248,antibacterial hand sanitizer,PHRASE
64553,1248,baby friendly hand sanitizer,EXACT
65786,1248,baby friendly hand sanitizer,PHRASE
63129,1248,baby ganics hand sanitizer,EXACT
89916,1248,baby hand sanitizer,BROAD
64787,1248,baby hand sanitizer,EXACT
64023,1248,baby hand sanitizer,PHRASE
65613,1248,baby hand sanitizer wipes,EXACT
71068,1248,baby hand sanitizer wipes,PHRASE
64823,1248,baby hand sanitizing wipes,EXACT
88454,1248,baby hand sanitizing wipes,PHRASE
64114,1248,baby hand soap,BROAD
64595,1248,baby hand soap,EXACT
64006,1248,baby hand soap,PHRASE
64164,1248,baby hand wash,BROAD
64790,1248,baby hand wash,EXACT
65703,1248,baby hand wash,PHRASE
64757,1248,baby hand wipe,EXACT
63094,1248,baby hand wipe,PHRASE
64234,1248,baby hand wipes,BROAD
109842,1248,baby hand wipes sanitizing,BROAD
64799,1248,baby hand wipes sanitizing,EXACT
283365,1248,baby hand wipes to go,EXACT
64067,1248,baby hands,BROAD
73171,1248,baby hands,EXACT
63887,1248,baby hands,PHRASE
269124,1248,baby handwash,BROAD
63088,1248,baby handwash,EXACT
72270,1248,baby handwash,PHRASE
65775,1248,baby organic hand sanitizer,EXACT
99127,1248,baby organic hand sanitizer,PHRASE
65674,1248,baby organics hand soap,EXACT
64213,1248,baby organics sanitizer,BROAD
65766,1248,baby organics sanitizer,EXACT
64583,1248,bottle hand sanitizer,BROAD
64769,1248,bottle hand sanitizer,EXACT
207891,1248,bottle of hand sanitizer,BROAD
206049,1248,bottle of hand sanitizer,EXACT
65645,1248,bottle of hand sanitizer,PHRASE
149120,1248,chemical free hand soap,BROAD
63204,1248,chemical free hand soap,EXACT
179072,1248,chemical free hand soap,PHRASE
64061,1248,classroom hand sanitizer,BROAD
65742,1248,classroom hand sanitizer,EXACT
63927,1248,classroom hand sanitizer,PHRASE
64554,1248,clean and well foaming hand soap,BROAD
304978,1248,clean hand sanitizer,PHRASE
64263,1248,dial foaming hand soap,BROAD
64049,1248,dial foaming hand soap,PHRASE
64705,1248,foam hand sanitizer,EXACT
74179,1248,foam hand sanitizer,PHRASE
64150,1248,foam hand sanitizer alcohol free,BROAD
63069,1248,foam hand sanitizer alcohol free,EXACT
287362,1248,foam hand sanitizer alcohol free,PHRASE
64236,1248,foam hand sanitizers,BROAD
64043,1248,foam hand sanitizers,PHRASE
207864,1248,foam hand soap,BROAD
64775,1248,foam hand soap,EXACT
63952,1248,foam hand soap,PHRASE
205087,1248,foaming alcohol free hand sanitizer,BROAD
65781,1248,foaming alcohol free hand sanitizer,EXACT
282808,1248,foaming alcohol free hand sanitizer,PHRASE
64642,1248,foaming alcohol hand sanitizer,BROAD
65753,1248,foaming alcohol hand sanitizer,EXACT
65636,1248,foaming alcohol hand sanitizer,PHRASE
64228,1248,foaming antibacterial hand soap refill,BROAD
63046,1248,foaming antibacterial hand soap refill,EXACT
158926,1248,foaming antibacterial hand soap refill,PHRASE
64582,1248,foaming antibiotic hand soap,BROAD
177179,1248,foaming antibiotic hand soap,EXACT
63827,1248,foaming antibiotic hand soap,PHRASE
64570,1248,foaming hand sanitizer,EXACT
63120,1248,foaming hand sanitizer,PHRASE
64072,1248,foaming hand soap scent free,BROAD
110306,1248,foaming hand soap scent free,EXACT
64243,1248,foaming kids hand sanitizers,BROAD
74276,1248,foaming kids hand sanitizers,EXACT
81481,1248,fragrance free hand soap,BROAD
64607,1248,fragrance free hand soap,EXACT
63107,1248,fragrance free hand soap,PHRASE
64206,1248,free and clear hand sanitizer,BROAD
65643,1248,free and clear hand sanitizer,EXACT
81207,1248,free and clear hand sanitizer,PHRASE
64191,1248,gel hand sanitizer,BROAD
63115,1248,gel hand sanitizer,EXACT
63935,1248,gel hand sanitizer,PHRASE
90041,1248,giant hand sanitizer,BROAD
63182,1248,giant hand sanitizer,EXACT
65622,1248,gym hand sanitizer,BROAD
74129,1248,gym hand sanitizer,EXACT
88462,1248,gym hand sanitizer,PHRASE
64082,1248,hand sanitizer,BROAD
64749,1248,hand sanitizer,EXACT
63958,1248,hand sanitizer,PHRASE
64622,1248,hand sanitizer 10oz,BROAD
63194,1248,hand sanitizer 10oz,EXACT
65794,1248,hand sanitizer 10oz,PHRASE
64833,1248,hand sanitizer alcohol free,BROAD
65630,1248,hand sanitizer alcohol free,EXACT
65637,1248,hand sanitizer alcohol free,PHRASE
278678,1248,hand sanitizer all natural,BROAD
74191,1248,hand sanitizer all natural,EXACT
64019,1248,hand sanitizer all natural,PHRASE
64200,1248,hand sanitizer aloe,BROAD
65697,1248,hand sanitizer aloe,EXACT
63983,1248,hand sanitizer aloe,PHRASE
64113,1248,hand sanitizer bulk,BROAD
64717,1248,hand sanitizer bulk,EXACT
63821,1248,hand sanitizer bulk,PHRASE
64699,1248,hand sanitizer cleanwell,BROAD
64723,1248,hand sanitizer cruelty free,BROAD
65688,1248,hand sanitizer cruelty free,EXACT
79732,1248,hand sanitizer cruelty free,PHRASE
64713,1248,hand sanitizer dispenser,BROAD
65624,1248,hand sanitizer dispenser,EXACT
63141,1248,hand sanitizer dispenser,PHRASE
207880,1248,hand sanitizer foam,BROAD
64857,1248,hand sanitizer foam,EXACT
63170,1248,hand sanitizer foam,PHRASE
64675,1248,hand sanitizer foam pump,BROAD
65756,1248,hand sanitizer foam pump,EXACT
72160,1248,hand sanitizer foam pump,PHRASE
64158,1248,hand sanitizer foaming,BROAD
63061,1248,hand sanitizer foaming,EXACT
63995,1248,hand sanitizer foaming,PHRASE
