id,campaign,date,impressions,impressions_previous_year,clics,click_previous_year,CtR,CpC,CpC_previous_year,spend,spend_previous_year,ACoS,RoAS,sales,orders,units,conversion_rate,page_views,NtB_orders,NtB_orders_percentage,NtB_sales,NtB_sales_persntage,NtB_units,NtB_units_percentage,NtB_order_rate
2009,1246,11/26/19,180,NULL,2,NULL,0.0111,1.3,NULL,2.6,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2010,1251,11/26/19,7,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2011,1235,11/26/19,315,NULL,2,NULL,0.0064,2.06,NULL,4.12,NULL,0.5428,0,7.59,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2012,1234,11/26/19,796,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2013,1238,11/26/19,6855,NULL,44,NULL,0.0064,1.95,NULL,85.95,NULL,0.6121,0,140.41,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2014,1239,11/26/19,572,NULL,7,NULL,0.0122,1.03,NULL,7.19,NULL,0.4053,0,17.74,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2015,1226,11/26/19,214,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2016,1223,11/26/19,290,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2017,1230,11/26/19,110,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2018,1237,11/26/19,513,NULL,9,NULL,0.0175,1.01,NULL,9.09,NULL,0.1255,0,72.41,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2019,1250,11/26/19,1579,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2020,2042,11/26/19,13224,NULL,15,NULL,0.0011,1.09,NULL,16.29,NULL,0.3733,0,43.64,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2021,1252,11/26/19,165,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2022,1245,11/26/19,6255,NULL,7,NULL,0.0011,1.14,NULL,7.96,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2023,1236,11/26/19,2603,NULL,4,NULL,0.0015,1.63,NULL,6.5,NULL,0.5078,0,12.8,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2024,1243,11/26/19,45,NULL,2,NULL,0.0444,0.54,NULL,1.07,NULL,0.0448,0,23.87,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2025,1232,11/26/19,52,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2026,1231,11/26/19,11385,NULL,20,NULL,0.0018,1.36,NULL,27.17,NULL,0.5559,0,48.88,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2027,1242,11/26/19,1905,NULL,5,NULL,0.0026,5.39,NULL,26.96,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2028,1248,11/26/19,6315,NULL,19,NULL,0.003,1.51,NULL,28.64,NULL,0.2468,0,116.04,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2029,1234,11/27/19,1219,NULL,3,NULL,0.0025,0.49,NULL,1.48,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2030,1245,11/27/19,5121,NULL,5,NULL,0.001,1.41,NULL,7.07,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2031,1235,11/27/19,719,NULL,4,NULL,0.0056,1.51,NULL,6.02,NULL,0.1983,0,30.36,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2032,1236,11/27/19,1309,NULL,2,NULL,0.0015,0.61,NULL,1.21,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2033,1252,11/27/19,133,NULL,4,NULL,0.0301,1.52,NULL,6.07,NULL,0.2169,0,27.98,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2034,2042,11/27/19,9740,NULL,13,NULL,0.0013,0.92,NULL,11.9,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2035,1232,11/27/19,43,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2036,1241,11/27/19,1571,NULL,1,NULL,0.0006,1.27,NULL,1.27,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2037,1246,11/27/19,183,NULL,2,NULL,0.0109,0.78,NULL,1.56,NULL,0.0281,0,55.43,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2038,1242,11/27/19,2138,NULL,3,NULL,0.0014,1.08,NULL,3.24,NULL,0.1355,0,23.92,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2039,1223,11/27/19,238,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2040,1248,11/27/19,4873,NULL,15,NULL,0.0031,1.77,NULL,26.62,NULL,0.6882,0,38.68,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2041,1239,11/27/19,553,NULL,11,NULL,0.0199,0.99,NULL,10.86,NULL,0.0844,0,128.75,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2042,1251,11/27/19,0,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2043,1231,11/27/19,2639,NULL,4,NULL,0.0015,1.65,NULL,6.61,NULL,0.9866,0,6.7,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2044,1243,11/27/19,53,NULL,2,NULL,0.0377,0.59,NULL,1.18,NULL,0.0361,0,32.69,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2045,1238,11/27/19,3658,NULL,22,NULL,0.006,2.37,NULL,52.07,NULL,0.4732,0,110.05,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2046,1226,11/27/19,212,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2047,1250,11/27/19,1338,NULL,1,NULL,0.0008,2.73,NULL,2.73,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2048,1230,11/27/19,58,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2049,1237,11/27/19,438,NULL,2,NULL,0.0046,0.91,NULL,1.81,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2050,1230,11/28/19,50,NULL,2,NULL,0.04,0.49,NULL,0.98,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2051,1237,11/28/19,284,NULL,5,NULL,0.0176,0.8,NULL,3.99,NULL,0.0499,0,80,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2052,1249,11/28/19,45,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2053,1250,11/28/19,1198,NULL,1,NULL,0.0008,4.84,NULL,4.84,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2054,1236,11/28/19,1172,NULL,2,NULL,0.0017,1.44,NULL,2.87,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2055,1233,11/28/19,48,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2056,1252,11/28/19,91,NULL,1,NULL,0.011,1.15,NULL,1.15,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2057,2042,11/28/19,6448,NULL,13,NULL,0.002,1.21,NULL,15.68,NULL,0.6416,0,24.44,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2058,1245,11/28/19,3813,NULL,3,NULL,0.0008,1.21,NULL,3.62,NULL,0.0757,0,47.84,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2059,1248,11/28/19,3224,NULL,7,NULL,0.0022,1.35,NULL,9.47,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2060,1241,11/28/19,1661,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2061,1229,11/28/19,4,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2062,1243,11/28/19,64,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2063,1246,11/28/19,87,NULL,1,NULL,0.0115,1.76,NULL,1.76,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2064,1231,11/28/19,3040,NULL,4,NULL,0.0013,1.7,NULL,6.79,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2065,1232,11/28/19,50,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2066,1235,11/28/19,225,NULL,2,NULL,0.0089,0.52,NULL,1.04,NULL,0.0685,0,15.18,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2067,1239,11/28/19,370,NULL,7,NULL,0.0189,1.16,NULL,8.1,NULL,0.1876,0,43.17,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2068,1226,11/28/19,170,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2069,1238,11/28/19,2997,NULL,16,NULL,0.0053,3.33,NULL,53.23,NULL,1.0019,0,53.13,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2070,1244,11/28/19,724,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2071,1242,11/28/19,2309,NULL,4,NULL,0.0017,1.92,NULL,7.67,NULL,0.5053,0,15.18,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2072,1251,11/28/19,8,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2073,1234,11/28/19,400,NULL,1,NULL,0.0025,1.34,NULL,1.34,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2074,1223,11/28/19,275,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2075,1242,11/29/19,284,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2076,1230,11/29/19,106,NULL,2,NULL,0.0189,0.5,NULL,1,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2077,1223,11/29/19,367,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2078,1248,11/29/19,3635,NULL,11,NULL,0.003,1.53,NULL,16.88,NULL,0.8728,0,19.34,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2079,1226,11/29/19,295,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2080,1252,11/29/19,436,NULL,2,NULL,0.0046,1.53,NULL,3.06,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2081,2042,11/29/19,37515,NULL,47,NULL,0.0013,1.35,NULL,63.6,NULL,0.5517,0,115.28,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2082,1232,11/29/19,161,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2083,1241,11/29/19,649,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2084,1251,11/29/19,14,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2085,1238,11/29/19,6578,NULL,39,NULL,0.0059,1.78,NULL,69.47,NULL,0.2889,0,240.5,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2086,1239,11/29/19,768,NULL,7,NULL,0.0091,0.94,NULL,6.55,NULL,0.058,0,112.97,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2087,1231,11/29/19,1389,NULL,4,NULL,0.0029,0.38,NULL,1.52,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2088,1236,11/29/19,491,NULL,1,NULL,0.002,1.98,NULL,1.98,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2089,1245,11/29/19,1234,NULL,3,NULL,0.0024,0.68,NULL,2.04,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2090,1246,11/29/19,235,NULL,2,NULL,0.0085,1.09,NULL,2.18,NULL,0.0558,0,39.1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2091,1235,11/29/19,430,NULL,6,NULL,0.014,1.06,NULL,6.34,NULL,0.0913,0,69.46,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2092,1250,11/29/19,759,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2093,1234,11/29/19,261,NULL,2,NULL,0.0077,1.5,NULL,2.99,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2094,1243,11/29/19,79,NULL,1,NULL,0.0127,2.1,NULL,2.1,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2095,1237,11/29/19,640,NULL,2,NULL,0.0031,1.16,NULL,2.31,NULL,0.0701,0,32.94,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2096,1239,11/30/19,393,NULL,6,NULL,0.0153,1.15,NULL,6.88,NULL,0.4781,0,14.39,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2097,1230,11/30/19,35,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2098,1226,11/30/19,107,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2099,1252,11/30/19,305,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2100,1235,11/30/19,125,NULL,3,NULL,0.024,0.44,NULL,1.31,NULL,0.0575,0,22.77,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2101,1243,11/30/19,33,NULL,3,NULL,0.0909,0.99,NULL,2.97,NULL,0.0274,0,108.36,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2102,1245,11/30/19,0,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2103,2042,11/30/19,20542,NULL,39,NULL,0.0019,1.46,NULL,56.79,NULL,0.6296,0,90.2,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2104,1231,11/30/19,0,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2105,1232,11/30/19,31,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2106,1237,11/30/19,290,NULL,2,NULL,0.0069,1.28,NULL,2.55,NULL,0.0488,0,52.28,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2107,1238,11/30/19,3435,NULL,24,NULL,0.007,2.4,NULL,57.68,NULL,0.6909,0,83.49,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2108,1246,11/30/19,51,NULL,1,NULL,0.0196,0.51,NULL,0.51,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2109,1223,11/30/19,144,NULL,1,NULL,0.0069,0.44,NULL,0.44,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2110,1248,11/30/19,1548,NULL,9,NULL,0.0058,1.64,NULL,14.74,NULL,0.2541,0,58.02,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2111,1232,12/1/19,143,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2112,1243,12/1/19,45,NULL,1,NULL,0.0222,1.16,NULL,1.16,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2113,1246,12/1/19,211,NULL,2,NULL,0.0095,0.48,NULL,0.95,NULL,0.0302,0,31.51,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2114,1237,12/1/19,551,NULL,6,NULL,0.0109,1.23,NULL,7.36,NULL,0.0783,0,93.95,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2115,1252,12/1/19,145,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2116,1238,12/1/19,7240,NULL,35,NULL,0.0048,2.09,NULL,73.32,NULL,0.3716,0,197.33,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2117,2042,12/1/19,37317,NULL,71,NULL,0.0019,1.46,NULL,103.79,NULL,0.7739,0,134.11,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2118,1223,12/1/19,201,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2119,1226,12/1/19,248,NULL,2,NULL,0.0081,0.96,NULL,1.91,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2120,1239,12/1/19,899,NULL,12,NULL,0.0134,0.88,NULL,10.59,NULL,0.2082,0,50.87,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2121,1230,12/1/19,98,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2122,1231,12/1/19,0,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2123,1235,12/1/19,295,NULL,2,NULL,0.0068,0.48,NULL,0.95,NULL,0.0417,0,22.77,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2124,1248,12/1/19,7729,NULL,15,NULL,0.0019,1.46,NULL,21.89,NULL,1.1319,0,19.34,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2125,1231,12/2/19,0,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2126,1248,12/2/19,16944,NULL,18,NULL,0.0011,1.53,NULL,27.45,NULL,1.4193,0,19.34,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2127,1239,12/2/19,840,NULL,14,NULL,0.0167,1.07,NULL,14.94,NULL,0.465,0,32.13,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2128,1252,12/2/19,136,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2129,1223,12/2/19,384,NULL,1,NULL,0.0026,0.42,NULL,0.42,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2130,2042,12/2/19,59608,NULL,73,NULL,0.0012,1.38,NULL,100.62,NULL,0.6457,0,155.83,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2131,1230,12/2/19,158,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2132,1243,12/2/19,106,NULL,2,NULL,0.0189,1.2,NULL,2.4,NULL,0.0523,0,45.92,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2133,1246,12/2/19,296,NULL,3,NULL,0.0101,0.79,NULL,2.36,NULL,0.0493,0,47.84,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2134,1237,12/2/19,666,NULL,5,NULL,0.0075,1.19,NULL,5.97,NULL,0.0506,0,117.96,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2135,1235,12/2/19,529,NULL,10,NULL,0.0189,1.66,NULL,16.58,NULL,0.0819,0,202.5,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2136,1226,12/2/19,314,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2137,1232,12/2/19,128,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2138,1238,12/2/19,10679,NULL,48,NULL,0.0045,1.88,NULL,90.05,NULL,0.349,0,258.05,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2139,1237,12/3/19,654,NULL,1,NULL,0.0015,0.43,NULL,0.43,NULL,0.0223,0,19.32,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2140,1246,12/3/19,232,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2141,1248,12/3/19,13485,NULL,29,NULL,0.0022,1.78,NULL,51.75,NULL,0.3379,0,153.17,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2142,1252,12/3/19,150,NULL,1,NULL,0.0067,2.01,NULL,2.01,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2143,1239,12/3/19,1160,NULL,7,NULL,0.006,0.72,NULL,5.07,NULL,0.0796,0,63.68,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2144,1223,12/3/19,327,NULL,2,NULL,0.0061,0.27,NULL,0.54,NULL,0.0229,0,23.57,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2145,2042,12/3/19,60211,NULL,78,NULL,0.0013,1.38,NULL,107.71,NULL,0.7474,0,144.12,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2146,1230,12/3/19,137,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2147,1235,12/3/19,235,NULL,13,NULL,0.0553,1.57,NULL,20.37,NULL,0.1136,0,179.36,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2148,1232,12/3/19,80,NULL,2,NULL,0.025,1.57,NULL,3.13,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2149,1243,12/3/19,60,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2150,1226,12/3/19,248,NULL,1,NULL,0.004,0.5,NULL,0.5,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2151,1238,12/3/19,8311,NULL,49,NULL,0.0059,2.56,NULL,125.53,NULL,0.9912,0,126.65,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2152,1237,12/4/19,479,NULL,1,NULL,0.0021,1.49,NULL,1.49,NULL,0.0584,0,25.53,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2153,1232,12/4/19,77,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2154,1243,12/4/19,79,NULL,4,NULL,0.0506,0.56,NULL,2.25,NULL,0.0524,0,42.97,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2155,1252,12/4/19,250,NULL,1,NULL,0.004,2.18,NULL,2.18,NULL,0.2876,0,7.58,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2156,1246,12/4/19,239,NULL,2,NULL,0.0084,1.58,NULL,3.15,NULL,0.1317,0,23.92,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
