id,campaign,date,impressions,impressions_previous_year,clics,click_previous_year,CtR,CpC,CpC_previous_year,spend,spend_previous_year,ACoS,RoAS,sales,orders,units,conversion_rate,page_views,NtB_orders,NtB_orders_percentage,NtB_sales,NtB_sales_persntage,NtB_units,NtB_units_percentage,NtB_order_rate
2157,1239,12/4/19,658,NULL,11,NULL,0.0167,1.05,NULL,11.52,NULL,0.1103,0,104.44,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2158,2042,12/4/19,65307,NULL,96,NULL,0.0015,1.55,NULL,149.04,NULL,1.0281,0,144.97,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2159,1223,12/4/19,311,NULL,1,NULL,0.0032,0.5,NULL,0.5,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2160,1226,12/4/19,218,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2161,1230,12/4/19,121,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2162,1248,12/4/19,15665,NULL,25,NULL,0.0016,1.64,NULL,41.01,NULL,0.3032,0,135.24,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2163,1235,12/4/19,207,NULL,5,NULL,0.0242,1.83,NULL,9.17,NULL,0.2014,0,45.54,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2164,1238,12/4/19,8701,NULL,33,NULL,0.0038,2.63,NULL,86.73,NULL,0.8689,0,99.82,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2165,1238,12/5/19,7843,NULL,23,NULL,0.0029,2.14,NULL,49.33,NULL,0.7437,0,66.33,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2166,1226,12/5/19,279,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2167,1246,12/5/19,318,NULL,1,NULL,0.0031,0.3,NULL,0.3,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2168,1237,12/5/19,505,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2169,2042,12/5/19,76305,NULL,115,NULL,0.0015,1.43,NULL,164.44,NULL,1.6972,0,96.89,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2170,1223,12/5/19,273,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2171,1230,12/5/19,88,NULL,1,NULL,0.0114,0.48,NULL,0.48,NULL,0.0343,0,13.99,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2172,1239,12/5/19,886,NULL,11,NULL,0.0124,1.07,NULL,11.75,NULL,0.156,0,75.3,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2173,1232,12/5/19,66,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2174,1243,12/5/19,86,NULL,3,NULL,0.0349,0.42,NULL,1.26,NULL,0.0293,0,42.97,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2175,1235,12/5/19,224,NULL,5,NULL,0.0223,1.85,NULL,9.23,NULL,0.3121,0,29.57,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2176,1252,12/5/19,93,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2177,1248,12/5/19,14352,NULL,32,NULL,0.0022,1.71,NULL,54.59,NULL,0.7545,0,72.35,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2178,1233,12/6/19,911,NULL,1,NULL,0.0011,1.14,NULL,1.14,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2179,1235,12/6/19,243,NULL,1,NULL,0.0041,1.59,NULL,1.59,NULL,0.2095,0,7.59,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2180,1239,12/6/19,624,NULL,6,NULL,0.0096,0.73,NULL,4.4,NULL,0.2564,0,17.16,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2181,1230,12/6/19,488,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2182,1223,12/6/19,306,NULL,1,NULL,0.0033,0.34,NULL,0.34,NULL,0.0486,0,6.99,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2183,2042,12/6/19,32507,NULL,50,NULL,0.0015,1.32,NULL,66.1,NULL,0.8532,0,77.47,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2184,1249,12/6/19,166,NULL,1,NULL,0.006,1.14,NULL,1.14,NULL,0.0317,0,35.94,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2185,1246,12/6/19,130,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2186,1237,12/6/19,365,NULL,2,NULL,0.0055,0.75,NULL,1.49,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2187,1243,12/6/19,60,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2188,1238,12/6/19,15306,NULL,40,NULL,0.0026,2.07,NULL,82.76,NULL,0.271,0,305.39,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2189,1226,12/6/19,234,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2190,1252,12/6/19,136,NULL,1,NULL,0.0074,0.54,NULL,0.54,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2191,1248,12/6/19,12033,NULL,20,NULL,0.0017,1.83,NULL,36.6,NULL,0.9472,0,38.64,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2192,1232,12/6/19,79,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2193,1238,12/7/19,0,NULL,0,NULL,0,0,NULL,0,NULL,0,0,7.59,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2194,1230,12/8/19,434,NULL,1,NULL,0.0023,0.49,NULL,0.49,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2195,1246,12/8/19,121,NULL,1,NULL,0.0083,0.37,NULL,0.37,NULL,0.0155,0,23.92,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2196,1223,12/8/19,382,NULL,1,NULL,0.0026,0.5,NULL,0.5,NULL,0.0215,0,23.21,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2197,1243,12/8/19,105,NULL,3,NULL,0.0286,1.01,NULL,3.03,NULL,0.1306,0,23.21,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2198,1237,12/8/19,355,NULL,4,NULL,0.0113,1.06,NULL,4.25,NULL,0.068,0,62.52,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2199,1238,12/8/19,17269,NULL,79,NULL,0.0046,2.21,NULL,174.68,NULL,0.6166,0,283.31,28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2200,1252,12/8/19,157,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2201,2042,12/8/19,28059,13247,53,28,0.0019,1.32,1.93,70.19,53.9,0.396,0,177.27,13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2202,1239,12/8/19,642,NULL,9,NULL,0.014,1.03,NULL,9.24,NULL,0.1477,0,62.56,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2203,1233,12/8/19,1838,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2204,1232,12/8/19,81,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2205,1235,12/8/19,519,NULL,3,NULL,0.0058,2.46,NULL,7.37,NULL,0.3237,0,22.77,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2206,1248,12/8/19,15294,NULL,27,NULL,0.0018,1.78,NULL,48.08,NULL,0.6475,0,74.26,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2207,1249,12/8/19,207,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2208,1226,12/8/19,305,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2209,1238,12/9/19,23494,NULL,56,NULL,0.0024,1.99,NULL,111.38,NULL,0.6796,0,163.88,16,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2210,1239,12/9/19,667,NULL,4,NULL,0.006,0.44,NULL,1.75,NULL,0.0987,0,17.74,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2211,1233,12/9/19,2346,NULL,4,NULL,0.0017,1.09,NULL,4.37,NULL,0.1459,0,29.95,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2212,1237,12/9/19,499,NULL,8,NULL,0.016,0.96,NULL,7.68,NULL,0.1565,0,49.08,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2213,1230,12/9/19,1081,NULL,3,NULL,0.0028,0.44,NULL,1.33,NULL,0.1752,0,7.59,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2214,1223,12/9/19,361,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2215,1246,12/9/19,231,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2216,1252,12/9/19,222,NULL,2,NULL,0.009,1.29,NULL,2.57,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2217,2042,12/9/19,46648,17107,84,41,0.0018,1.23,1.83,103.49,75.14,0.4666,0,221.78,22,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2218,1245,12/9/19,3559,NULL,4,NULL,0.0011,1.26,NULL,5.02,NULL,0.2099,0,23.92,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2219,1248,12/9/19,15851,NULL,30,NULL,0.0019,1.8,NULL,54.1,NULL,0.4188,0,129.18,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2220,1235,12/9/19,374,NULL,12,NULL,0.0321,1.1,NULL,13.2,NULL,0.1319,0,100.08,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2221,1243,12/9/19,139,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2222,1232,12/9/19,83,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2223,1249,12/9/19,297,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2224,1226,12/9/19,378,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2225,1238,12/10/19,20554,NULL,49,NULL,0.0024,2.3,NULL,112.8,NULL,1.0037,0,112.38,12,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2226,1226,12/10/19,413,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2227,1223,12/10/19,383,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2228,1232,12/10/19,73,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2229,1248,12/10/19,15322,NULL,30,NULL,0.002,1.81,NULL,54.3,NULL,0.4534,0,119.76,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2230,1249,12/10/19,271,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2231,1246,12/10/19,171,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2232,1239,12/10/19,608,NULL,9,NULL,0.0148,1.1,NULL,9.93,NULL,0.2053,0,48.36,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2233,1237,12/10/19,427,NULL,5,NULL,0.0117,0.9,NULL,4.52,NULL,0.0861,0,52.48,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2234,1252,12/10/19,167,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2235,1235,12/10/19,390,NULL,8,NULL,0.0205,0.95,NULL,7.63,NULL,0.5746,0,13.28,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2236,2042,12/10/19,48157,23779,84,71,0.0017,1.26,1.6,106.25,113.8,0.8628,0,123.14,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2237,1243,12/10/19,68,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2238,1230,12/10/19,1342,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2239,1245,12/10/19,10170,NULL,8,NULL,0.0008,0.93,NULL,7.46,NULL,0.1415,0,52.74,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2240,1233,12/10/19,1743,NULL,3,NULL,0.0017,1.34,NULL,4.01,NULL,0.0516,0,77.75,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2241,1223,12/11/19,477,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2242,1233,12/11/19,1442,NULL,2,NULL,0.0014,1.49,NULL,2.97,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2243,1246,12/11/19,299,NULL,3,NULL,0.01,1.02,NULL,3.07,NULL,0.0257,0,119.64,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2244,2042,12/11/19,40135,20906,58,75,0.0015,1.21,1.54,70.3,115.56,0.3231,0,217.57,14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2245,1252,12/11/19,227,NULL,1,NULL,0.0044,0.33,NULL,0.33,NULL,0.0413,0,7.99,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2246,1235,12/11/19,481,NULL,7,NULL,0.0146,1.11,NULL,7.77,NULL,0.0871,0,89.2,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2247,1232,12/11/19,67,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2248,1239,12/11/19,483,NULL,11,NULL,0.0228,0.75,NULL,8.22,NULL,0.1386,0,59.29,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2249,1249,12/11/19,213,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2250,1226,12/11/19,430,NULL,3,NULL,0.007,1.29,NULL,3.88,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2251,1238,12/11/19,20966,NULL,34,NULL,0.0016,2.34,NULL,79.5,NULL,2.6194,0,30.35,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2252,1248,12/11/19,13324,NULL,34,NULL,0.0026,1.61,NULL,54.73,NULL,0.3066,0,178.53,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2253,1245,12/11/19,13363,NULL,14,NULL,0.0011,1.28,NULL,17.95,NULL,0.5373,0,33.41,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2254,1230,12/11/19,849,NULL,1,NULL,0.0012,1.08,NULL,1.08,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2255,1237,12/11/19,569,NULL,6,NULL,0.0105,0.86,NULL,5.13,NULL,0.1089,0,47.11,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2256,1243,12/11/19,81,NULL,1,NULL,0.0124,1,NULL,1,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2257,1239,12/12/19,412,NULL,10,NULL,0.0243,0.76,NULL,7.58,NULL,0.1245,0,60.91,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2258,1226,12/12/19,486,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2259,1243,12/12/19,49,NULL,1,NULL,0.0204,0.21,NULL,0.21,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2260,1238,12/12/19,23384,NULL,53,NULL,0.0023,1.67,NULL,88.72,NULL,1.2305,0,72.1,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2261,1232,12/12/19,57,NULL,1,NULL,0.0175,2,NULL,2,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2262,1235,12/12/19,593,NULL,2,NULL,0.0034,1.39,NULL,2.77,NULL,0.0623,0,44.45,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2263,1248,12/12/19,14534,NULL,38,NULL,0.0026,1.42,NULL,53.82,NULL,0.3896,0,138.14,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2264,1245,12/12/19,14216,NULL,18,NULL,0.0013,1.13,NULL,20.29,NULL,0.1414,0,143.52,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2265,1252,12/12/19,357,NULL,2,NULL,0.0056,0.57,NULL,1.14,NULL,0.0423,0,26.97,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2266,1223,12/12/19,437,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2267,2042,12/12/19,40816,16743,61,38,0.0015,1.11,1.58,67.58,60,0.5671,0,119.17,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2268,1246,12/12/19,732,NULL,2,NULL,0.0027,0.69,NULL,1.37,NULL,0.0251,0,54.54,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2269,1230,12/12/19,891,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2270,1249,12/12/19,104,NULL,1,NULL,0.0096,1.07,NULL,1.07,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2271,1237,12/12/19,438,NULL,7,NULL,0.016,1.13,NULL,7.93,NULL,0.0705,0,112.44,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2272,1233,12/12/19,2127,NULL,2,NULL,0.0009,1.11,NULL,2.21,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2273,1237,12/13/19,455,NULL,3,NULL,0.0066,4.75,NULL,14.25,NULL,0.4355,0,32.72,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2274,1239,12/13/19,706,NULL,11,NULL,0.0156,1.05,NULL,11.6,NULL,0.1647,0,70.44,5,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2275,1243,12/13/19,67,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2276,1249,12/13/19,21,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2277,1252,12/13/19,195,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2278,2042,12/13/19,25047,15666,46,49,0.0018,1.03,1.43,47.51,70.3,0.2599,0,182.82,11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2279,1232,12/13/19,65,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2280,1238,12/13/19,32143,NULL,43,NULL,0.0013,1.51,NULL,64.74,NULL,0.8748,0,74.01,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2281,1248,12/13/19,13606,NULL,33,NULL,0.0024,1.34,NULL,44.16,NULL,0.4591,0,96.19,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2282,1235,12/13/19,528,NULL,3,NULL,0.0057,0.92,NULL,2.75,NULL,0.2419,0,11.37,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2283,1233,12/13/19,196,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2284,1223,12/13/19,328,NULL,1,NULL,0.0031,0.48,NULL,0.48,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2285,1230,12/13/19,402,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2286,1246,12/13/19,671,NULL,2,NULL,0.003,0.74,NULL,1.48,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2287,1226,12/13/19,374,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2288,1245,12/13/19,12708,NULL,17,NULL,0.0013,1.29,NULL,21.86,NULL,0.3046,0,71.76,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2289,1237,12/14/19,0,NULL,0,NULL,0,0,NULL,0,NULL,0,0,32.99,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2290,1238,12/14/19,0,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2291,1239,12/15/19,456,NULL,14,NULL,0.0307,1.3,NULL,18.23,NULL,0.1584,0,115.12,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2292,1233,12/15/19,1627,NULL,4,NULL,0.0025,1.23,NULL,4.9,NULL,1.2929,0,3.79,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2293,1252,12/15/19,183,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2294,1246,12/15/19,222,NULL,2,NULL,0.009,1.06,NULL,2.12,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2295,1249,12/15/19,103,NULL,1,NULL,0.0097,0.36,NULL,0.36,NULL,0.0601,0,5.99,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2296,1230,12/15/19,233,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2297,1223,12/15/19,568,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2298,1232,12/15/19,90,NULL,0,NULL,0,0,NULL,0,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2299,1226,12/15/19,495,NULL,3,NULL,0.0061,0.66,NULL,1.97,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2300,1238,12/15/19,11359,NULL,28,NULL,0.0025,1.86,NULL,52.13,NULL,0.8029,0,64.93,7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2301,1237,12/15/19,604,NULL,4,NULL,0.0066,1.67,NULL,6.67,NULL,0.1359,0,49.08,3,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2302,1248,12/15/19,18572,NULL,34,NULL,0.0018,1.39,NULL,47.35,NULL,0.3504,0,135.14,8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2303,1235,12/15/19,443,NULL,11,NULL,0.0248,0.57,NULL,6.3,NULL,0.083,0,75.92,6,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2304,1245,12/15/19,9944,NULL,16,NULL,0.0016,1.38,NULL,22.1,NULL,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
